predicate	count	label	description
http://www.wikidata.org/prop/direct/p3863	1	Italian Navy Lighthouses and Beacons ID	identifier of a lighthouse or beacon in 
http://www.wikidata.org/prop/direct/p3888	1	Boijmans artist ID	identifier for an artist in the Museum Boijmans Van Beuningen
http://www.wikidata.org/prop/direct/p3914	1	GuideStar Israel organization ID	ID in the Israeli non-profit organizations database GuideStar
http://www.wikidata.org/prop/direct/p3979	1	Unifrance company ID	identifier of a company on unifrance.org
http://www.wikidata.org/prop/direct/p4161	1	Michelin Voyages ID	identifier for a place in the website Michelin Voyages
http://www.wikidata.org/prop/direct/p4171	1	World Heritage Tentative List ID	identifier for a site on the UNESCO World Heritage Tentative Lists
http://www.wikidata.org/prop/direct/p4174	1	Wikimedia username	user name of a person across all Wikimedia projects
http://www.wikidata.org/prop/direct/p4201	1	PagesJaunes ID	identifier for a professional in France in the PagesJaunes website
http://www.wikidata.org/prop/direct/p4244	1	Bavarian monument authority ID	identifier for cultural heritage monuments (ensembles, buildings and grounds) in Bavaria, issued by the Bavarian State Office for the Preservation of Monuments
http://www.wikidata.org/prop/direct/p4273	1	New York City Landmarks Preservation Commission ID	landmarks designated by the New York City Landmarks Preservation Commission
http://www.wikidata.org/prop/direct/p4293	1	PM20 folder ID	identifier for a folder in the ZBW Pressemappe 20. Jahrhundert (20th century press archive)
http://www.wikidata.org/prop/direct/p434	1	MusicBrainz artist ID	identifier for an artist in the MusicBrainz open music encyclopedia
http://www.wikidata.org/prop/direct/p4388	1	Mappy place ID	identifier for place in Mappy
http://www.wikidata.org/prop/direct/p4672	1	Early Modern Letters Online location ID	identifier for a location in the Early Modern Letters Online database maintained by the University of Oxford
http://www.wikidata.org/prop/direct/p4679	1	MAVISE company ID	identifier for a company in the MAVISE database of the European Audiovisual Observatory
http://www.wikidata.org/prop/direct/p4801	1	LC and MARC vocabularies ID	identifier for an item in one of the controlled vocabularies maintained by the Library of Congress
http://www.wikidata.org/prop/direct/p4871	1	GEPRIS organization ID	Identifier of an organization in GEPRIS database of funded research projects
http://www.wikidata.org/prop/direct/p4903	1	New Georgia Encyclopedia ID	identifier of a topic in the online New Georgia Encyclopedia
http://www.wikidata.org/prop/direct/p5034	1	National Library of Korea ID	identifier for name and subject authority in the database of the National Library of Korea
http://www.wikidata.org/prop/direct/p5063	1	Interlingual Index ID	ідэнтыфікатар Міжмоўнага індэксу
http://www.wikidata.org/prop/direct/p5232	1	D&B Business Directory ID	identifier for a company in the D&B Business Directory
http://www.wikidata.org/prop/direct/p5260	1	App Store developer ID	identifier for an iOS app developer on App Store
http://www.wikidata.org/prop/direct/p5652	1	Carthalia ID	ID of a page at 
http://www.wikidata.org/prop/direct/p5768	1	Osservatorio culturale del Cantone Ticino ID	Osservatorio culturale del Cantone Ticino ID for a cultural institution
http://www.wikidata.org/prop/direct/p5818	1	BGCI garden ID	identifier for a botanical garden in the Botanic Gardens Conservation International online database
http://www.wikidata.org/prop/direct/p5858	1	Index Herbariorum code	code in Index Herbariorum for plant collections
http://www.wikidata.org/prop/direct/p5883	1	Tourisme & Handicap ID	identifier for a place on the Tourisme & Handicap website
http://www.wikidata.org/prop/direct/p5905	1	Comic Vine ID	identifier at the Comic Vine database of comic books, fictional characters, people, films and television series/episodes
http://www.wikidata.org/prop/direct/p5909	1	HKCAN ID	Hong Kong Chinese Authority (Name) ID
http://www.wikidata.org/prop/direct/p6015	1	Handbook of Texas ID	identifier for a subject in the Handbook of Texas Online
http://www.wikidata.org/prop/direct/p6222	1	DIR3 ID	official identifier of a public Spanish organization
http://www.wikidata.org/prop/direct/p6228	1	OesterreichWiki ID	numeric identifier of a page in the Austria regional wiki Oesterreichwiki (former RegiowikiAT)
http://www.wikidata.org/prop/direct/p6460	1	Swedish Organization Number	sequence of two numberpairs that is unique to a Swedish company or organization given out by the responsible government department
http://www.wikidata.org/prop/direct/p6482	1	Image Archive, Herder Institute	link to the online database (Bildkatalog) of the image archive for the display of image sources
http://www.wikidata.org/prop/direct/p6573	1	Klexikon article ID	ID of an article in Klexikon
http://www.wikidata.org/prop/direct/p6733	1	National Taxonomy of Exempt Entities code	classification code for American nonprofit organizations
http://www.wikidata.org/prop/direct/p6734	1	Archaeology Data Service person ID	identifier for a person in the Archaeology Data Service library of bibliographic data
http://www.wikidata.org/prop/direct/p7020	1	Arachne collection ID	identifier for a collection in the Arachne database
http://www.wikidata.org/prop/direct/p7028	1	National Library of Luxembourg ID	identifier for authority control managed by the National Library of Luxembourg
http://www.wikidata.org/prop/direct/p729	1	service entry	date or point in time on which a piece or class of equipment entered operational service
http://www.wikidata.org/prop/direct/p7446	1	Basis Wien institution ID	identifier of an institution in the Basis Wien database
http://www.wikidata.org/prop/direct/p7638	1	OverDrive creator ID	identifier for an author or creator at OverDrive
http://www.wikidata.org/prop/direct/p7678	1	Wikimapia ID	link to Wikimapia item
http://www.wikidata.org/prop/direct/p7764	1	Archives Portal Europe ID	identifier for an archival institution in the directory of Archives Portal Europe
http://www.wikidata.org/prop/direct/p7856	1	Salzburg Museums ID	identifier for museums and other GLAM-institutions in the state of Salzburg, Austria
http://www.wikidata.org/prop/direct/p7886	1	Media Arts Database ID	identifier for the Media Arts Database created by the Japanese government department Bunkacho
http://www.wikidata.org/prop/direct/p7901	1	Encyclopedia of Chicago ID	identifier for an article in the Encyclopedia of Chicago
http://www.wikidata.org/prop/direct/p8060	1	Glassdoor company ID	identifier for a company on the Glassdoor employee review website
http://www.wikidata.org/prop/direct/p8068	1	ToposText place ID	identifier for a place in the website ToposText
http://www.wikidata.org/prop/direct/p8083	1	Visit Tuscany ID	identifier for a touristic attraction in Tuscany in the website Visit Tuscany, developed by Regione Toscana
http://www.wikidata.org/prop/direct/p8136	1	Il Sole 24 Ore topic ID	identifier for a topic on the website of Il Sole 24 Ore newspaper
http://www.wikidata.org/prop/direct/p8199	1	Anagrafe Istituti Culturali Ecclesiastici ID	identifier for a cultural institution in the database Anagrafe Istituti Culturali Ecclesiastici
http://www.wikidata.org/prop/direct/p8200	1	BeWeb cultural institution ID	identifier for a cultural institution, in the Italian Episcopal Conference database
http://www.wikidata.org/prop/direct/p8293	1	AusStage venue ID	identifier for a venue at AusStage
http://www.wikidata.org/prop/direct/p8296	1	Cinema Context ID	identifier of an item in Cinema Context
http://www.wikidata.org/prop/direct/p8424	1	OpenHistoricalMap relation ID	identifier of a relation in OpenHistoricalMap, preferably a chronology relation; see also P402, the corresponding property for OpenStreetMap relations
http://www.wikidata.org/prop/direct/p8543	1	Kultis ID	identifier of a protected monument in the Monumentbrowser database of South Tyrol
http://www.wikidata.org/prop/direct/p8669	1	Encyclopaedia Beliana ID	identifier of an article in Encyclopaedia Beliana
http://www.wikidata.org/prop/direct/p8713	1	Stadtwiki Dresden article	article in Wiki of the town Dresden, Saxony, Germany
http://www.wikidata.org/prop/direct/p8814	1	WordNet 3.1 Synset ID	Synset identifier in Princeton’s WordNet Version 3.1
http://www.wikidata.org/prop/direct/p8897	1	Reliwiki page ID	identifier of the page in the Reliwiki database of Dutch places of worship
http://www.wikidata.org/prop/direct/p8974	1	SPAP ID	identifier used by the Swiss Performing Arts Platform
http://www.wikidata.org/prop/direct/p902	1	HDS ID	identifier in HDS/HLS/DHS/DSS: Historical Dictionary of Switzerland (Q642074), a national encyclopedia
http://www.wikidata.org/prop/direct/p9051	1	ICCD cultural heritage ID	identifier for a cultural heritage object of Italian cultural heritage in the General catalog of Italian cultural heritage
http://www.wikidata.org/prop/direct/p9100	1	GitHub topic	GitHub topic for a repository or subject
http://www.wikidata.org/prop/direct/p9106	1	Oxford Classical Dictionary ID	identifier for a topic in the Oxford Classical Dictionary online
http://www.wikidata.org/prop/direct/p9255	1	Resident Advisor club ID	identifier for a club or venue listed on the Resident Advisor website
http://www.wikidata.org/prop/direct/p9287	1	Cyprus Bibliography ID	identifier for an authority in the Cyprus Bibliography (catalogue of all Cypriot publications after 1980)
http://www.wikidata.org/prop/direct/p9318	1	Ávvir topic ID	identifier of a topic in the Northern Sámi publication Ávvir
http://www.wikidata.org/prop/direct/p9327	1	Cartigli di Bologna ID	identifier for a building, park, garden, or canal in Bologna on the Cartigli di Bologna website
http://www.wikidata.org/prop/direct/p9339	1	Bavarian Monument Map object ID (architectural monument)	identifier for an architectural monument in Bavaria, used in the Bavarian Monument Map, published by Bavarian State Office for Monument Protection
http://www.wikidata.org/prop/direct/p9527	1	Historic Hawai‘i Foundation place ID	identifier for a location on the Historic Hawai‘i Foundation website
http://www.wikidata.org/prop/direct/p9637	1	Erfgoedkaart ID	identifier of heritage organisations in Belgium
http://www.wikidata.org/prop/direct/p9765	1	Great Ukrainian Encyclopedia Online ID	ID for an entry on the official website of the Great Ukrainian Encyclopedia
http://www.wikidata.org/prop/direct/p9875	1	Fondation du patrimoine ID	alphabetical identifier for a French cultural heritage site on the Fondation du patrimoine website
