phone_normalized,wdc_subject_count,sample_raw_values,sample_subjects
01539637940,3,01539637940 | 01539 637940,_:ne9c6e38107664d1b8fcb2ffb9563528exb0 | _:nca8876c1da5144ef9d7100821fa4b4b9xb0 | <https://www.creativetourist.com/venue/abbot-hall/#venue>
01612358888,3,01612 358888 | 0161 235 8888,_:n01683244db93460aaf1edb4214b1e7c4xb0 | _:nf10bb649c93d4a33a0d692c8335ee3b8xb0 | <https://www.creativetourist.com/venue/manchester-art-gallery/#venue>
01618364000,3,0161 836 4000,_:n0bb3348fb14a421abec7578090df569dxb1 | _:n1e1863215d2c47cfa50b0fd22f5491aexb1 | _:nd1a0f33744564ccebfebc39a9b967ec4xb1
01914781810,3,01914 781810 | 0191 478 1810,_:n473c9c2293a34d7fa4e15ce919fe96b8xb0 | _:nbec739eb84384fe88e40078648c60555xb0 | <https://www.creativetourist.com/venue/baltic/#venue>
02075147146,3,020 7514 7146,_:node1ife7vpunx45912438 | _:node1ifdmh2e1x53497 | _:nfd1c836819b84a7d9df382a51bc42823xb0
0235115775,3,023   51 15 775 | 023-5115775,_:nb644d3aa97a24553a471e48df5b5c379xb0 | _:node1ife8icrbx27018089 | _:node1ife8icrbx27018204
024103093,3,02 410 30 93,_:nb050b01ff503403693fe9591dc02a0dcxb0 | _:nb980d2ee27e94d508de4cb8211803514xb0 | _:n25bf97449ee8438595bc1633001ea243xb0
0276303918,3,02 76 30 39 18,_:n688640d47b74424eab947a77c8e7ef40xb0 | _:n351ad5dcf4a342f298c5db82bcf3667bxb0 | _:nb3b18c72f1cc489f9de4a4ad664adbcfxb0
03000200293,3,03000 200293 | 03000 200 293,_:n5c0ecb957d7d4d44a100715ed3ca499axb0 | _:nfe146cceb73c4419bf17621be1508a64xb0 | _:n360257673a5142529e06c96a6a04ecb8xb0
03001112333,3,0300 111 2 333,_:n2df422cf39464427bf7d606185c8dbe4xb0 | _:na1dc69cb21e745c5b8ca33ccca79f329xb0 | _:n5c5ed6c2599d42e7b6edcf78dfc5142dxb0
030266424242,3,030 266 424242 | (030) 266 424 242,_:node1ifdfpiv3x16362034 | _:nb2ee8c9a548545bab115c114637a99f8xb0 | _:n889c21f67b19433b90da5a598d493e0fxb0
0306886800,3,030 6886800,_:n8e41f69e192c4960940bdba16effe9cbxb0 | _:n3a63e50df2fc4de79f270d94594a7385xb0 | _:nb5a7f3fbd88644de90c3730bb454539axb0
0328633339,3,0328633339,<https://ville-data.com/musee/Dunkerque-59-59183#Musee-Portuaire-10> | <https://ville-data.com/musee/Dunkerque-59-59183#Musee-d-Art-Contemporain-12> | <https://ville-data.com/musee/Dunkerque-59-59183#Visite-des-bateaux-Dunkerque--9>
0332723432,3,(0332) 723-432,_:node1iff0qpcmx172628 | _:node1ife8pp21x4857671 | _:node1ifevplt4x5223906
0332724888,3,(0332) 724-888,_:node1iff0qpcmx172628 | _:node1ife8pp21x4857671 | _:node1ifevplt4x5223906
0383760475,3,0383760475,<https://ville-data.com/musee/Bienville-la-Petite-54-54074#-PARAITRE---VISITE-AVEC-LE-COMMISSAIRE-D-EXPOSITION-0> | <https://ville-data.com/musee/Bienville-la-Petite-54-54074#CHaTEAU-DE-LUNeVILLE-2> | <https://ville-data.com/musee/Bienville-la-Petite-54-54074#JOURNeES-EUROPeENNES-DU-PATRIMOINE-AU-CHaTEAU-DE-LUNeVILLE-1>
042013950,3,04 201 39 50,_:node1ifdfphh0x5012753 | _:node1iff3jbcfx27309110 | _:node1ifeamn0qx20815672
0423544323,3,0423544323,_:n3fce35982a9440f3bba5ee350ab5d4b8xb0 | _:n5e0bc6be5c064a7a80b17e2e95865b50xb0 | _:nf2041fff75a34d93a9b86421c52855a0xb0
0473855029,3,0473855029,<https://ville-data.com/musee/Manzat-63-63206#Expositions-8> | <https://ville-data.com/musee/Saint-Georges-de-Mons-63-63349#Expositions-13> | <https://ville-data.com/musee/Saint-eloy-les-Mines-63-63338#Expositions-3>
0473855029473855462,3,0473855029;473855462,<https://ville-data.com/musee/Manzat-63-63206#Musee-de-Paleontologie-9> | <https://ville-data.com/musee/Saint-Georges-de-Mons-63-63349#Musee-de-Paleontologie-12> | <https://ville-data.com/musee/Saint-eloy-les-Mines-63-63338#Musee-de-Paleontologie-2>
0475482781,3,0475482781,<https://ville-data.com/musee/Menglon-26-26178#Balade-geologique-La-naissance-du-Vercors-toute-une-histoire--6> | <https://ville-data.com/musee/Menglon-26-26178#Musee-de-la-Prehistoire-du-Vercors-7> | <https://ville-data.com/musee/Menglon-26-26178#Musee-du-site-Prehistorique-12>
0476347039476347823,3,0476347039;476347823,<https://ville-data.com/musee/Le-Noyer-5-05095#Espace-Giono-18> | <https://ville-data.com/musee/Menglon-26-26178#Espace-Giono-5> | <https://ville-data.com/musee/Saint-etienne-en-Devoluy-5-05139#Espace-Giono-12>
0492351100,3,0492351100,<https://ville-data.com/musee/Avancon-5-05011#Musee-archeologique-de-Montclar-15> | <https://ville-data.com/musee/Jarjayes-5-05068#Musee-archeologique-de-Montclar-14> | <https://ville-data.com/musee/La-Batie-Vieille-5-05018#Musee-archeologique-de-Montclar-18>
051203916,3,051203916,_:n459b92e279b0473c80d133c94d2ad9d7xb0 | _:n7eb38a34c60d4df4a43db475611348aexb0 | _:n1e639df5ec5847d8b076f2108cf7ae09xb0
0512193631,3,0512193631,_:ncb8a2704c17346dfbeabc49b36eff1f0xb0 | _:n285ce5eece4a4f77815d676a49c3dac2xb0 | _:n3934da4a34b94968af3f6ba1ef644af4xb0
0512757211,3,0512757211,_:nb8f0028e09b049c09a6533ceefc80c39xb0 | _:naa30411f191246d4bdb443d4f2e137a3xb0 | _:n15e31d23cf794932ae12bdcf4aa40eb9xb0
0513644999,3,0513 644999,_:n58b84bbb891a42089871c717efc46a3exb0 | _:ne69e2d0b718d4dc7a9c03def070d4c66xb0 | _:n10ae528e4adb4e8c891b0a0466f71855xb0
0514521420,3,0514 521420,_:n1fac053086164bb8903ee846cf0d2e8dxb0 | _:nc542e1935569409795d34edf1804fc57xb0 | _:n91f38c95e0b845fa97516b44f2b83b49xb0
0521233617,3,0521233617,_:n656fcb11d6854518bd8950c4c0cd47faxb0 | _:nbcc1a727a74c44d98423cd4e5c0ebc3bxb0 | _:nd48606e04d884156a641c790b0317bc0xb0
0555951915555951915,3,0555951915;555951915,<https://ville-data.com/musee/Rosiers-d-egletons-19-19176#Musee-d-Archeologie-du-Patrimoine-Marius-Vazeilles-10> | <https://ville-data.com/musee/Rosiers-d-egletons-19-19176#Suivez-le-guide-13> | <https://ville-data.com/musee/Rosiers-d-egletons-19-19176#Visite-commentee-Animi-et-Corpora-11>
0563508638,3,0563508638,<https://ville-data.com/musee/Saint-Denis-11-11339#CITE-DE-SOREZE-6> | <https://ville-data.com/musee/Saint-Denis-11-11339#Cite-de-Soreze-Abbaye-ecole-de-Soreze--Musee-Dom-Robert-5> | <https://ville-data.com/musee/Saint-Denis-11-11339#VISITE-INTERRACTIVE-LES-AS-DE-LA-JUNGLE--MUSEE-DOM-ROBERT-4>
0563940020,3,05 63 94 00 20,_:nfbd52acda2df4e5dbd6cef76fb332144xb0 | _:nb494a8433a4242bb8299ce61884fcc87xb0 | _:n830531b4f60d49ba801f53d511bc070fxb0
0592377773,3,0592 377 773,_:nb0c9778eeec84849accfa4009d13dbb9xb0 | _:n965e4ca0b8ae4a97b62d71ec39eaceadxb0 | _:n3cecc36dda754a4b8da3197c1b2d8d87xb0
0608301039,3,0608301039,<https://ville-data.com/musee/Le-Noyer-5-05095#Visite-du-musee-de-Pellafol-4> | <https://ville-data.com/musee/Saint-Bonnet-en-Champsaur-5-05132#Visite-du-musee-de-Pellafol-12> | <https://ville-data.com/musee/Saint-etienne-en-Devoluy-5-05139#Visite-du-musee-de-Pellafol-2>
0608301039682941370,3,0608301039;682941370,<https://ville-data.com/musee/Le-Noyer-5-05095#Maison-du-Patrimoine-5> | <https://ville-data.com/musee/Saint-Bonnet-en-Champsaur-5-05132#Maison-du-Patrimoine-13> | <https://ville-data.com/musee/Saint-etienne-en-Devoluy-5-05139#Maison-du-Patrimoine-3>
06441994131,3,06441-994131 | 06441 -994131,_:n1014644e7a354cef8983319440909a55xb0 | _:nd4f8f2ac5b414596986431d18f06df63xb0 | _:n2eaff126a92a4adfbd3309600c06fa0axb0
0673058791,3,0673058791,<https://ville-data.com/musee/Manzat-63-63206#Paleovergne-10> | <https://ville-data.com/musee/Saint-Georges-de-Mons-63-63349#Paleovergne-14> | <https://ville-data.com/musee/Saint-eloy-les-Mines-63-63338#Paleovergne-1>
0703462700,3,070 3462700 | 070 346 2700,_:nb9de3ea7189f423dac12844e76b81171xb0 | _:n2f1404ab43b640368ba74298ff019da2xb0 | <https://www.huisvanhetboek.nl/#identity>
0740515582,3,(07) 4051 5582,_:naf6e8e43b76a487ea887faeded38a366xb0 | _:n8e8d4bec22cf4c60b58c5787420937e4xb0 | _:node1ifdmte4qx21982203
07558668415,3,075 58668415,_:n0e9da89d378243e6b54a4b0357eff02axb0 | _:n75693a44edca46878da29fd5d200165exb0 | _:n99a2944b02f749a59f1bcb991bbd2827xb0
0805168870,3,08051/6887-0,_:node1ife4g3rmx28074045 | _:node1ifec7nvvx6049318 | _:node1ifec7q4dx3551701
08144694473,3,081 446944/73,_:n2e19ad75c5c8477dada7f6a534ecc763xb0 | _:n8b4f8c70e7504ad58db906839903af82xb0 | _:ne5ecabe12c334cfcab90b53900a9c7dcxb0
0854912347,3,0854912347,_:nfaa07b903f6a43708251fb7c8a1ca17cxb0 | _:n057126c433dd48cfa4fdc333d8b21414xb0 | _:n7879dc5724a44402b697fc6b8fb68141xb0
08551571611,3,08551/ 571611 | 08551/571611,_:node1ife4g761x1012391 | _:node1ifdvmh42x15741811 | _:node1ifebqnugx10849287
0888212333,3,(08) 8821 2333,_:n7b5f0f4faa4f4baa92cbe585199e23d7xb0 | _:n31c49ed59d8f430c9522faa7cb799574xb0 | _:naa5ca537d55d4c40800ab85740ca37f9xb0
08923805360,3,089/23805-360,_:node1ifdnmbo0x18375535 | _:node1ife5c7kpx20971816 | _:node1ifec7nvvx18446897
0906789170,3,0906/789-170,_:node1ife4k0dvx36122009 | _:node1ifdq5j97x10767342 | _:node1ifdn1krlx32475076
1126921866,3,(11) 2692-1866,_:n3c507ea3d0a040bfb1912a5cdbde3255xb0 | _:n02e825b61e8d470dafd2af83427f6b9bxb0 | _:n71ff04b5855743f69f4ca82644508e3cxb0
18665994999,3,1-866-599-4999 | 1-866-599-4999 ,_:n852ba068039743edb77a6909bb6025f0xb0 | _:nb17ecc2f16b54b379225e5da35a68de0xb0 | _:n9494a363576a4f2c8cfd23a1572dd11exb0
2102062787,3,(210) 206-2787,_:n0b8326e105d74cb3831fa25408a484e6xb0 | _:n1799af8f375440ffa9cac9e2fddb6870xb0 | _:n53b180fcc63042e6bd5261a2469488d1xb0
2158984000,3,(215) 898-4000,_:node1ife3r7avx4607812 | _:node1iffsdesex16973639 | _:node1ifg57rg9x2153980
31152782384,3,+31 15 2782384,_:n985783067c5e42abb6a8742f2967b0f9xb0 | _:n2205e7644c9841d3b5ddc23b704b2bf0xb0 | _:n957b66bea9ac409187498511abee43f0xb0
320032496599214,3,+32 (0)032496599214,_:node1ifed72kdx28585209 | _:node1ife8pdd8x38199943 | _:node1ifflg2n5x1066753
32042219319,3,+32 (0)4 221 93 19,_:node1ife803cdx3550395 | _:node1ife3rd51x981577 | _:node1ifd3s5afx13487925
32042509370,3,+32 (0)4 250 93 70,_:node1ifd0tb8tx35891761 | _:node1ifenc47cx1040888 | _:node1ifd3s6rox14162953
32042568790,3,+32 (0)4 256 87 90,_:node1ifebr0cnx27169806 | _:node1ife30p2hx3288159 | _:node1ifd6tg96x5813023
32042794400,3,+32 (0)4 279 44 00,_:node1iffedhimx13364819 | _:node1ifdvb9onx13532553 | _:node1ifd0kjmox43336129
320471216388,3,+32 (0)471216388,_:node1ifduan22x11058230 | _:node1ifekl4gox3553740 | _:node1ifdbncpdx18842332
32064236070,3,32064236070,_:node1ifffoc3sx995728 | _:node1iffjtvbqx3453007 | _:node1ifeffhqsx19044222
32064335741,3,+32 (0)6 433 57 41,_:node1ifdnmbo0x35177028 | _:node1ifehbqm4x20917391 | _:node1ife5bqlcx5797596
32065315343,3,+32 (0)6 531 53 43,_:node1ife0g0nkx6085314 | _:node1ife3r7avx48128699 | _:node1ifd6t8skx20960322
32065652121,3,+32 (0)6 565 21 21,_:node1ifd0ka05x23230210 | _:node1iff9j04px18129307 | _:node1ife8icrbx36023232
32069211966,3,+32 (0)6 921 19 66,_:node1iffm968hx1059246 | _:node1ifd6l3unx5932299 | _:node1ife4g2dpx1045988
32069332431,3,+32 (0)6 933 24 31,_:node1iffm95orx1008128 | _:node1ifd6l59kx20499807 | _:node1ifd4prsrx11059590
32071727262,3,+32 (0)7 172 72 62,_:node1ifd4pq0fx10850619 | _:node1ifdftchcx1098860 | _:node1iffju47vx6093195
32080799668,3,+32 (0)8 079 96 68,_:node1ifflg06qx1084690 | _:node1ifde0l6dx3683840 | _:node1ife1bd8gx3510209
32081248720,3,+32 (0)8 124 87 20,_:node1ifd0kp0tx20823308 | _:node1iffmbmiqx10919164 | _:node1ifd3s8b1x13463686
32081776773,3,+32 (0)8 177 67 73,_:node1ifeetri3x23384204 | _:node1ifd3s4ehx13297231 | _:node1iff0r15cx42261080
32082222200,3,+32 (0)8 222 22 00,_:node1iffnmr08x3431739 | _:node1ifdi826nx1101499 | _:node1ifdn1o01x35203233
32085849695,3,32085849695,_:node1iffcqll7x18278872 | _:node1ifd45j53x20951089 | _:node1ifdgf3r3x6427352
32086434795,3,+32 (0)8 643 47 95,_:node1ifflg2n5x1041962 | _:node1ife4g3rmx8361716 | _:node1ifelq5n1x6001112
3265405325,3,3265405325,_:node1ifdvcpbmx15298451 | _:node1ifehbqm4x16075217 | _:node1ifdtq7cjx13543537
330140205317,3,+33 (0)1 40 20 53 17,_:node1ifgj79mmx350944 | _:node1ife1tv9vx9455104 | _:node1ifg2vpt9x20027031
33142721016,3,33 1 42 72 10 16 | ( 33 1) 42 72 10 16,_:node1ifelq2p2x994544 | _:nce9cbe2d5c9b4c9aa59dc29c787a2361xb0 | _:n68410307f97c4345b36882c5ecdf6122xb0
33327606611,3,+33327606611,_:n48bcda8f96fe4be8996e0f69edcd7f04xb0 | _:n58311483e09a45bd966a48dcfdbdcfd1xb0 | _:ne8a977d1f2f1430daf32206583a2fb0bxb0
33475367656,3,+33475367656,_:ndbdb0c862a974e9ba8b59d633f46a33bxb0 | _:n95226e42daeb49efabde4e71d24a91a5xb0 | _:n395623651b0c48448ba9c561b4dbac71xb0
33475920998,3,+33475920998,_:nc7a2b48dda17486f8f4781a53f0c9eeaxb0 | _:nd305d65b11574cdab26183b7554698d6xb0 | _:n94b2b5a2618e4111a9ab355fbc2f7ef6xb0
33475922561,3,+33475922561,_:n74f23a02aa604ce9b1d45a17959d4ddexb0 | _:n3bacd3f4b3324ce9ab39c1118d2346c9xb0 | _:nbce2fa655787471f81c8bb6815d8decfxb0
33475943940,3,+33475943940,_:n6a7fe547b6754c0cb3185b1e4ab8df29xb0 | _:nc56ed83c55774e98ab5444bb2c305874xb0 | _:n00c3d4b7881248fe80490d03f79042c4xb0
34600143141,3,+34 600 14 31 41,_:n21ac1901588e41b5b584bd6f2ea26500xb0 | _:n71fc1b252fe048a68ea9327cef7f6cadxb0 | _:na4c0a14d942b432d8cb558d1dd8eff90xb0
34600143176,3,+34 600 14 31 76,_:n7c768d2dc72a4787bae49c335c318ab6xb0 | _:n78147a42012648329b766a5c5a29f3fbxb0 | _:n60fd772d716e4b30be41db30286729c9xb0
34913302800,3,+34 91 330 2800,_:node1ifd0kpegx13232606 | _:node1iffcqna7x1618169 | _:node1ifdq5v8gx29042857
34931206374,3,+34 931 206 374,<https://museuartprohibit.org/ca> | <https://museuartprohibit.org/en> | <https://museuartprohibit.org/es>
34935156863,3,+34935156863  ,_:n4afd0f84335f49eeacbadffe2f68bfdaxb0 | _:n4fc510ae320a49c58b9a6cf004394bdexb0 | _:n8cf6248a9bb64c4a879cbc8edc6354fcxb0
34958027907,3,+34 958 02 79 07,_:n6fa9c253b5ca4feb91b8db0ba4e28e94xb0 | _:n74765c38007e4c31977b21a770e79ec9xb0 | _:n0404a53c266748f186878c984948fb89xb0
34958225185,3,+34 958 225 185,_:n436bcdb5fcef49e38517ef8d105329b4xb0 | _:n50d0fc45679f40848e3a68bc5d89ac45xb0 | _:na816b5253bbf43f589160685d50907dcxb0
34958227497,3,+34 958 227 497,_:n2f2ecbe6093a46cf9ac7a8c843f93741xb0 | _:n7bab653b17ae42f6b0d777d86eaa7db9xb0 | _:n231cd1e772204193b68829f8b50db94dxb0
34958258466,3,+34 958 258 466,_:ne2d24b5eea704d54aa0514d06ded2131xb0 | _:n820c647b74a14836a85d2ab600f12d1cxb0 | _:n4d182fcca9614b45906f45b6c74ea16fxb0
34958516453,3,+34 958 51 64 53,_:nb4a53833fd8b4b859bee5b33b79468ecxb0 | _:n7972d8b4ea8947ef9dff365f63b8fd4dxb0 | _:n17eb7e99c24146d4ba2423290fae8c22xb0
3539552001,3,+353 95 52001,_:ncf44b2ee00394ef3af634d1454ee810bxb0 | _:nfb21fc0e4b9a4060ac576be4b80f4801xb0 | _:n08708f6208f94d22a7d70c068b543442xb0
37034751778,3,+370 347 51778,_:node1ifd3s5i6x6334160 | _:node1ifedbsuhx3788644 | _:node1ifdtq7cjx32896181
37052377077,3,+37052377077,_:node1iffm977lx8828846 | _:node1ifelq5n1x16251896 | _:node1ife3r7avx13720960
37064637162,3,+37064637162,_:node1ifernjb9x29515970 | _:node1ifed8ac0x3824576 | _:node1ife8pp21x13721460
37066355859,3,+370 663 55 859 ,_:node1ifed7hogx3779623 | _:node1iffukeudx6188407 | _:node1ifehbqm4x28866050
37069844915,3,+37069844915,_:node1ifernjb9x29516000 | _:node1ifedbsupx3901430 | _:node1iffutr9dx5999925
37069911822mindaugas,3,+37069911822 Mindaugas ,_:node1ifernjb9x29515856 | _:node1ifencalmx20538886 | _:node1ife7vs3px3889000
38116212975,3,381 16 212 975,_:node1iff9j04px10079247 | _:node1ifernmh1x1002082 | _:node1ifdq5v8gx24387901
381216613897,3,381 21 661 3897,_:node1iffa4t37x7262631 | _:node1ifefhh10x36135006 | _:node1ifd0kgbax9827635
3852326472638523264160,3,385 23 264 726; 385 23 264 160,_:node1ife4f13dx20721708 | _:node1ifdru3qjx52034 | _:node1ife0g0nkx10849525
38612412500,3,+386 1 2412 500 | +386 1 24 12 500,_:node1ifflfj74x7415626 | _:node1ifekl4gox5942151 | _:node1ifd3s93ex986156
38612415800,3,+386 1 241 58 00,_:node1ife8p8d5x17285959 | _:node1ifec7n4nx28212678 | _:node1ifefhh10x28511736
38617877863,3,+386 1 787 78 63,_:node1ife4k0dvx33508073 | _:node1ife4g2j4x2386395 | _:node1ifdn1j4hx20606359
38638982630,3,+386 3 898 26 30,_:node1iffaajcix10945887 | _:node1ifdvbajkx54842 | _:node1ifec7jbcx18247391
38645723522,3,+386 4 572 35 22,_:node1iff9ihb7x998164 | _:node1ifdbn7lux12391937 | _:node1iffm99q9x10976629
38645833500,3,+386 4 583 35 00,_:node1ifernjtix21510118 | _:node1ifd3s8b1x27216401 | _:node1ifd2m7m7x3599182
38656274171,3,+386 5 62 74 171,_:node1iff6gj29x5178834 | _:node1ife8pi8cx18578565 | _:node1ifelq264x1049840
38673731130,3,+386 7 373 11 30,_:node1ifeeq1dpx4461335 | _:node1iff9ijtax15807039 | _:node1ife1qitux4913169
38733668027,3,387 33 668 027,_:node1ifed7dhsx55395143 | _:node1ife5buqmx30328234 | _:node1iffm9ap3x1096701
38xxxxxxxxxxxxxxx,3,38 XXXXXXXXXXXXXXX,_:node1ife8pclux16831259 | _:node1ifed79vux1516629 | _:node1ifed7udcx3957168
390115211106,3,+39 011 5211106,_:nb59f69dc79b049bfbc8e31ec695e6d15xb0 | _:n8ed928e973c64169afdf3c50da10279cxb0 | _:nc0190688d09d4a9199bf97fad356704axb0
390236769011,3,+39 02 36769011,_:n5b8839c497aa4c9da80f0c58b675137bxb0 | _:nc21501e05752481d9d72d7b914dac03cxb0 | _:n1d577cf23f164477882e7beeba508f84xb0
3902485551,3,39 02 48 555 1 | +39 02485551,_:n88c3385317be4486a9b1ada9fe51aa0bxb0 | _:node1ifd0kkf2x6326074 | _:node1ifec7k1tx3418980
390472843121,3,+ 39 0472 843121 | +390472843121,_:node1ifdgf2j1x4184108 | _:n118d8663fdf44c63b17689dabda6b49axb0 | _:n1d749fe160984fe5a72567d17342d3d4xb0
390646974831,3,39 06 46974831,_:node1ife3r63lx20010788 | _:node1ife8icrbx38191702 | _:node1ifduapfix3485875
39081421111,3,+39081421111 ,_:ne70688d817b94d7ca812443c9dfbdc5bxb0 | _:n2d48bc6eba28462f9e0ac33e2f2ece42xb0 | _:n6c417c8ff6a94fe0a6c45baf84a4e81exb0
390815808255390815808252,3,+39 081 5808255 +39 081 5808252,_:n40b868209cd3488cae562643b691584axb0 | _:n8883316090014c99b9cad05adb2e1bfcxb0 | _:nabf7e830d5344233897d6b1119445023xb0
393400971561,3,+393400971561,_:nf9212808212a49449a8e52a3ab6388e5xb0 | _:n2ef130f0ed3849f7aa0279c3d41b8faexb0 | _:n8ed4fa756c2441fe8020e76d58e61c4bxb0
435513620930,3,43 5513 6209 30 ,_:node1ife779oox22461162 | _:node1ifdmti16x14755336 | _:node1ifdspr0tx11238562
4401913342932,3,+44 0191 334 2932,_:node1iffm968hx2410306 | _:node1iffb9oabx24824135 | _:node1iffm9739x2455324
441422330069,3,+44 1422 330069 ,_:node1ifd2m58qx23220103 | _:node1ife5c3vgx18314627 | _:node1ifd460htx11252204
441514784199,3,44 15 1478 4199 | +44 151 4784199,_:node1iff29tbdx20828539 | _:node1ife3r5s9x43922 | _:node1ifelr2fox5992573
448708704868,3,+44 870 870 4868 | +44 870 8704868,_:node1iff53p5ax20640948 | _:node1ifdvb10ix57369 | _:node1ifeepjiox18749620
5137212787,3,513-721-2787,_:n6cd87fcdce4145f0aa469454eff71ff0xb0 | _:n021faecd455e44e1aaa6efd930c5129exb0 | _:n78276bf056b64b47903cae63c25f459dxb0
5536881100exts8166681656,3,"55 3688 1100 exts. 81666, 81656",<https://sic.gob.mx/ficha.php?table=museo&table_id=1079> | <https://sic.gob.mx/ficha.php?table=museo&table_id=968> | <https://sic.gob.mx/ficha.php?table=museo&table_id=974>
61292452400,3,61 2 9245 2400 | +61 2 9245 2400,_:node1ifeh2pe5x25043657 | _:node1ifd0rm2bx18871449 | <https://mca.com.au/#Museum>
7139428000,3,(713) 942-8000,_:n26adb6fe5b91432f9be187a01d840b17xb0 | _:n56d98521ffcc432582409a2a6da4f319xb0 | _:n73249d40ddc541eb9c21c3f558f4566cxb0
792xxxxxxxxx,3,+792 XXXXXXXXX,_:node1ifdgf3r3x6142382 | _:node1ife5c7kpx5565475 | _:node1ifepn4mbx28074916
81335630241,3,+81 (3)35 630 241,_:node1ifd4crtix2796414 | _:node1ifgbpvh0x2466541 | _:node1ifelq5psx2331490
831351131,3,+8 313 51131,_:node1ifdgf1p8x1212874 | _:node1ifenc6gjx6103783 | _:node1ife4g12dx8609858
831553370,3,8(315) 53370,_:node1ifd2m6n8x13747939 | _:node1ifec7p6kx3740550 | _:node1ifdt2f7fx8420966
837229675,3,8 37 22 96 75,_:node1ifebbkobx16054984 | _:node1iffsrcinx3704748 | _:node1ifdvcpbmx3685054
837300672,3,(8 37) 300 672,_:node1ifdn1o88x11041566 | _:node1iffto3nrx1256597 | _:node1ifdnm0pgx45426421
841397522,3,841397522,_:node1ifec7iq7x8692567 | _:node1ifeh885hx23705251 | _:node1ife77d55x26405569
841523212,3,841523212,_:node1ifelqb5ox13744963 | _:node1ife7r1l3x3768381 | _:node1ife77d55x26405508
841592257,3,841592257,_:node1ifdhdu6kx6644203 | _:node1ifec0oa5x3661124 | _:node1ife4k0dvx13461506
845436989,3,845436989,_:node1ife678ubx21016194 | _:node1ifeh885hx23705191 | _:node1ifdi8a9ix6250944
846410523,3,8 464 10523,_:node1ifernjb9x29515870 | _:node1ifec7k1tx3701914 | _:node1ife775hmx6528385
860394024,3,860394024,_:node1ifeamff3x21843940 | _:node1ife5bsgdx8626547 | _:node1iff9ir6hx35589525
860400449,3,860400449,_:node1ife670cmx23570504 | _:node1ife5c3vgx11300472 | _:node1iff9ir6hx35589625
864494414,3,864494414,_:node1ife0a3k9x3728484 | _:node1ifernjb9x29515900 | _:node1iffv5h0hx1286504
9104577481,3,(910) 457-7481,_:n1520e37fc931497582b8aa9ed0bae88exb0 | _:nf49aec89620f47d8bd40cf328dfd2c94xb0 | _:n07a5f5d4453f4cb0be71d32d7e1a8a58xb0
949391023,3,949391023,_:node1ifgj7bvfx10049540 | _:node1iffm9da9x4173554 | _:node1ife3r5pqx3968263
958225995,3,958 22 59 95,_:na444c6183cd143fdb831a0c56d604ec7xb0 | _:n84df940c807b4d208b678c725b91559exb0 | _:n1b0d59ff5b7e4059a917f5e8c5d59a02xb0
958513004,3,958 51 30 04,_:n1baf16f8312b4e898503ea07087921d2xb0 | _:n350f1367284e480ea86e7532029c275cxb0 | _:na1d1eec2e7c74b60981843e23c5543caxb0
977242858977242220,3,977 24 28 58 / 977 24 22 20,_:nab00215629f0462fac000b6dcecb9297xb0 | _:na9d6467a4d604195bbcc056f42d99b8cxb0 | _:n343e9f22de45455682e7e626a8ce75c3xb0
977251888,3,977 25 18 88,_:n49f4534721dc40c5b3c1fc02c990c545xb0 | _:n0ff7ca29305546b4a3aa127cc4f78ee0xb0 | _:n2ddf3bf86dd64434ba5b78b4f64cc13bxb0
984082215,3,984 082 215,_:node1ifdmh2e1x2275376 | _:node1ifduapfix2351212 | _:node1iffmb4n0x2337648
985646877,3,985 646 877,_:node1ifencfsix59172344 | _:node1ifernl2hx42725071 | _:node1ifdspruex2365922
nn0362222869n,3,\n\n(0362) 222-869\n,_:node1ifdvb4akx10009491 | _:node1ife54hpux2704951 | _:node1ifdvb4akx7589021
nn0362223367n,3,\n\n(0362) 223-367\n,_:node1ifdvb4akx10009493 | _:node1ife54hpux2704953 | _:node1ifdvb4akx7589027
nn0362261454n,3,\n\n(0362) 261-454\n,_:node1ifdvb4akx10009495 | _:node1ife54hpux2704955 | _:node1ifdvb4akx7589025
nn0362264767n,3,\n\n(0362) 264-767\n,_:node1ifdvb4akx10009489 | _:node1ife54hpux2704949 | _:node1ifdvb4akx7589023
nn0362267580n,3,\n\n(0362) 267-580\n,_:node1ifdvb4akx10009493 | _:node1ife54hpux2704953 | _:node1ifdvb4akx7589027
nn0964794370n,3,\n\n(096) 479-43-70\n,_:node1ifdvb4akx10009491 | _:node1ife54hpux2704951 | _:node1ifdvb4akx7589021
nn0979524918n,3,\n\n(097) 952-49-18\n,_:node1ifdvb4akx10009489 | _:node1ife54hpux2704949 | _:node1ifdvb4akx7589023
tel37031965699,3,Tel. +370 319  65 699,_:node1ifeffe11x8461842 | _:node1ife674tkx23905869 | _:node1ife7vs3px3889193
telefono972364454,3,Teléfono : 972364454,_:node1ifelpuhux23114507 | _:node1ifeu97v0x6035407 | _:node1ifevbuclx1104858
telephone972349573,3,Telephone : 972349573 | Téléphone : 972349573,_:node1ifev9uoex1170129 | _:node1ifencfbkx15974533 | _:node1ifepn4mbx18549995
0018198644441,2,(001) 819-864-4441 | (001) 819 864-4441,<https://www.easterntownships.org/Activity/74> | <https://www.cantonsdelest.com/Activity/74>
003280570067,2,0032-80570067,_:nda5ded51ba6e4d81850a8538633f38bdxb0 | _:ncc4ce0b8d8ed4043b8d6e3f39f8b0630xb0
