eidr_normalized,wdc_count,wikidata_count,pairs_count,is_problematic,sample_wdc_value
105240/8ca67287a2489fc43fddu,1,1,1,0,10.5240/8CA6-7287-A248-9FC4-3FDD-U
105240/8c7385786096a1bc9dbd2,1,1,1,0,10.5240/8C73-8578-6096-A1BC-9DBD-2
105240/8c6283ee4d0733b04a8eu,1,1,1,0,10.5240/8C62-83EE-4D07-33B0-4A8E-U
105240/8c5910f92aea0640bb94l,1,1,1,0,10.5240/8C59-10F9-2AEA-0640-BB94-L
105240/8bd569c6aa602b9a92b83,1,1,1,0,10.5240/8BD5-69C6-AA60-2B9A-92B8-3
105240/8b7f64e6393047809172x,1,1,1,0,10.5240/8B7F-64E6-3930-4780-9172-X
105240/8b6e87bd212ad1e027c49,1,1,1,0,10.5240/8B6E-87BD-212A-D1E0-27C4-9
105240/8b2cd06bde858e2a9120c,1,1,1,0,10.5240/8B2C-D06B-DE85-8E2A-9120-C
105240/8a48fbddee96b069c4e9h,1,1,1,0,10.5240/8A48-FBDD-EE96-B069-C4E9-H
105240/89ff7926dc6cf64c58d8t,1,1,1,0,10.5240/89FF-7926-DC6C-F64C-58D8-T
105240/89bd4c5b8b7f2184949bk,1,1,1,0,10.5240/89BD-4C5B-8B7F-2184-949B-K
105240/89a0e9b75fdf9b98cc36c,1,1,1,0,10.5240/89A0-E9B7-5FDF-9B98-CC36-C
105240/899a119c901655b4c7261,1,1,1,0,10.5240/899A-119C-9016-55B4-C726-1
105240/892de75db7d243a994e4m,1,1,1,0,10.5240/892D-E75D-B7D2-43A9-94E4-M
105240/892603343927910ea780u,1,1,1,0,10.5240/8926-0334-3927-910E-A780-U
105240/88e5ed4ca52dda8fea86w,1,1,1,0,10.5240/88E5-ED4C-A52D-DA8F-EA86-W
105240/88c2cfb94075aaeca3e29,1,1,1,0,10.5240/88C2-CFB9-4075-AAEC-A3E2-9
105240/88715344a26f9743f3e8c,1,1,1,0,10.5240/8871-5344-A26F-9743-F3E8-C
105240/8805d5b934351b99e538l,1,1,1,0,10.5240/8805-D5B9-3435-1B99-E538-L
105240/87c7090ddd602f3b14dfh,1,1,1,0,10.5240/87C7-090D-DD60-2F3B-14DF-H
105240/87a399e9a9a1b7c4e678v,1,1,1,0,10.5240/87A3-99E9-A9A1-B7C4-E678-V
105240/87a385c13c47563761ca8,1,1,1,0,10.5240/87A3-85C1-3C47-5637-61CA-8
105240/867e70ec9e86a5a329529,1,1,1,0,10.5240/867E-70EC-9E86-A5A3-2952-9
105240/861bbf0fd1303e0f8eb0y,1,1,1,0,10.5240/861B-BF0F-D130-3E0F-8EB0-Y
105240/85f240ebb7518d2d23117,1,1,1,0,10.5240/85F2-40EB-B751-8D2D-2311-7
105240/85b397ff784d7a69e6083,1,1,1,0,10.5240/85B3-97FF-784D-7A69-E608-3
105240/8561f4c5a2a7628716f1k,1,1,1,0,10.5240/8561-F4C5-A2A7-6287-16F1-K
105240/855f579f306c5890eb04n,1,1,1,0,10.5240/855F-579F-306C-5890-EB04-N
105240/85087147c5c911ef209fx,1,1,1,0,10.5240/8508-7147-C5C9-11EF-209F-X
105240/84d56497782114ef3f944,1,1,1,0,10.5240/84D5-6497-7821-14EF-3F94-4
105240/84713736882bbc7e107f8,1,1,1,0,10.5240/8471-3736-882B-BC7E-107F-8
105240/845c8d839aa31bedc18bh,1,1,1,0,10.5240/845C-8D83-9AA3-1BED-C18B-H
105240/844afda27aadf4a0d851i,1,1,1,0,10.5240/844A-FDA2-7AAD-F4A0-D851-I
105240/843ec2387f61ddfcf4279,1,1,1,0,10.5240/843E-C238-7F61-DDFC-F427-9
105240/84352561eb93b63ea7530,1,1,1,0,10.5240/8435-2561-EB93-B63E-A753-0
105240/83acd874f501787f3b9eo,1,1,1,0,10.5240/83AC-D874-F501-787F-3B9E-O
105240/837bbd5ac11854b4a77do,1,1,1,0,10.5240/837B-BD5A-C118-54B4-A77D-O
105240/8329a5ade9620e6355ddh,1,1,1,0,10.5240/8329-A5AD-E962-0E63-55DD-H
105240/82dfcf9931bf12c15ea0p,1,1,1,0,10.5240/82DF-CF99-31BF-12C1-5EA0-P
105240/82d3b9c3d2ec6bffa692b,1,1,1,0,10.5240/82D3-B9C3-D2EC-6BFF-A692-B
105240/8264c300ea5b4e1b785e6,1,1,1,0,10.5240/8264-C300-EA5B-4E1B-785E-6
105240/81d89715a038f77d86afq,1,1,1,0,10.5240/81D8-9715-A038-F77D-86AF-Q
105240/81a59f3a3bb10c420901x,1,1,1,0,10.5240/81A5-9F3A-3BB1-0C42-0901-X
105240/8145a21d69ca92d8af6ci,1,1,1,0,10.5240/8145-A21D-69CA-92D8-AF6C-I
105240/81411a551ad42903605cw,1,1,1,0,10.5240/8141-1A55-1AD4-2903-605C-W
105240/807b3ea86a20b60d456aq,1,1,1,0,10.5240/807B-3EA8-6A20-B60D-456A-Q
105240/806f9cba2de1610a98a5l,1,1,1,0,10.5240/806F-9CBA-2DE1-610A-98A5-L
105240/806b9a2cd4c8e78753cae,1,1,1,0,10.5240/806B-9A2C-D4C8-E787-53CA-E
105240/7fe20a4fad24d6e83fdbi,1,1,1,0,10.5240/7FE2-0A4F-AD24-D6E8-3FDB-I
105240/7fcb255b71bcbee3cb1el,1,1,1,0,10.5240/7FCB-255B-71BC-BEE3-CB1E-L
105240/7f93c6ac8889cc29542fw,1,1,1,0,10.5240/7F93-C6AC-8889-CC29-542F-W
105240/7ee20dbaf1316460112cw,1,1,1,0,10.5240/7EE2-0DBA-F131-6460-112C-W
105240/7ec7228a510a053ecbb8j,1,1,1,0,10.5240/7EC7-228A-510A-053E-CBB8-J
105240/7ebce8307e122caf3b40g,1,1,1,0,10.5240/7EBC-E830-7E12-2CAF-3B40-G
105240/7ead171529cb79f49dcal,1,1,1,0,10.5240/7EAD-1715-29CB-79F4-9DCA-L
105240/7ea21e7f8239df5388bf7,1,1,1,0,10.5240/7EA2-1E7F-8239-DF53-88BF-7
105240/7e4cbe1c3ca9d116e86d7,1,1,1,0,10.5240/7E4C-BE1C-3CA9-D116-E86D-7
105240/7e0ad5a8a07bf2f910bf3,1,1,1,0,10.5240/7E0A-D5A8-A07B-F2F9-10BF-3
105240/7e0aa75b017fb3d09e61o,1,1,1,0,10.5240/7E0A-A75B-017F-B3D0-9E61-O
105240/7da2296ed82a0d5bfbfcz,1,1,1,0,10.5240/7DA2-296E-D82A-0D5B-FBFC-Z
105240/7d96772fed4a4a706342u,1,1,1,0,10.5240/7D96-772F-ED4A-4A70-6342-U
105240/7d5a2b317d66fd03d0ba8,1,1,1,0,10.5240/7D5A-2B31-7D66-FD03-D0BA-8
105240/7d5683bd8faf3eafeabao,1,1,1,0,10.5240/7D56-83BD-8FAF-3EAF-EABA-O
105240/7d4aadd83cb8c8ec398dj,1,1,1,0,10.5240/7D4A-ADD8-3CB8-C8EC-398D-J
105240/7d1c3b3259d7be580662a,1,1,1,0,10.5240/7D1C-3B32-59D7-BE58-0662-A
105240/7d1459a5a806c123d982g,1,1,1,0,10.5240/7D14-59A5-A806-C123-D982-G
105240/7cedb2d419576d9300711,1,1,1,0,10.5240/7CED-B2D4-1957-6D93-0071-1
105240/7cd3b0fb4a217e63f1b6s,1,1,1,0,10.5240/7CD3-B0FB-4A21-7E63-F1B6-S
105240/7cc0348a39181736146dy,1,1,1,0,10.5240/7CC0-348A-3918-1736-146D-Y
105240/7ca6f9fb7d8bdbc8a0c7s,1,1,1,0,10.5240/7CA6-F9FB-7D8B-DBC8-A0C7-S
105240/7c5c7cde2380c849c189y,1,1,1,0,10.5240/7C5C-7CDE-2380-C849-C189-Y
105240/7c3cfe7bbbf1b6c6926bi,1,1,1,0,10.5240/7C3C-FE7B-BBF1-B6C6-926B-I
105240/7bf59da3dbd109853571e,1,1,1,0,10.5240/7BF5-9DA3-DBD1-0985-3571-E
105240/7b763611ae51c69aedf8o,1,1,1,0,10.5240/7B76-3611-AE51-C69A-EDF8-O
105240/7b67398f1f094850912dg,1,1,1,0,10.5240/7B67-398F-1F09-4850-912D-G
105240/7b405ff1cc63e04ba60e2,1,1,1,0,10.5240/7B40-5FF1-CC63-E04B-A60E-2
105240/7af1eb5cb61bb14646097,1,1,1,0,10.5240/7AF1-EB5C-B61B-B146-4609-7
105240/7ae5f573381c1642050bv,1,1,1,0,10.5240/7AE5-F573-381C-1642-050B-V
105240/7a3c141a8cf45cf84a805,1,1,1,0,10.5240/7A3C-141A-8CF4-5CF8-4A80-5
105240/7a3161dad082124961b5u,1,1,1,0,10.5240/7A31-61DA-D082-1249-61B5-U
105240/7a1743eba52eb5abf512j,1,1,1,0,10.5240/7A17-43EB-A52E-B5AB-F512-J
105240/79e8903d39d25a8198d4c,1,1,1,0,10.5240/79E8-903D-39D2-5A81-98D4-C
105240/793470934e9361e9fd51n,1,1,1,0,10.5240/7934-7093-4E93-61E9-FD51-N
105240/78dee4022d24d2ecd78co,1,1,1,0,10.5240/78DE-E402-2D24-D2EC-D78C-O
105240/7813cf6482f1d8db7a4fx,1,1,1,0,10.5240/7813-CF64-82F1-D8DB-7A4F-X
105240/77b81a897d54cc846cfdc,1,1,1,0,10.5240/77B8-1A89-7D54-CC84-6CFD-C
105240/77792a132fd5449d1ad4l,1,1,1,0,10.5240/7779-2A13-2FD5-449D-1AD4-L
105240/768e80466c514a319e475,1,1,1,0,10.5240/768E-8046-6C51-4A31-9E47-5
105240/76838af19d1e38c0c200n,1,1,1,0,10.5240/7683-8AF1-9D1E-38C0-C200-N
105240/75c610a4ecfbcbf45de4y,1,1,1,0,10.5240/75C6-10A4-ECFB-CBF4-5DE4-Y
105240/75bfeb51f6119cd7dcee8,1,1,1,0,10.5240/75BF-EB51-F611-9CD7-DCEE-8
105240/754bdcc74d726d60bf9ce,1,1,1,0,10.5240/754B-DCC7-4D72-6D60-BF9C-E
105240/75446fcaf299ecd8be4da,1,1,1,0,10.5240/7544-6FCA-F299-ECD8-BE4D-A
105240/753b99593f77fd015a5er,1,1,1,0,10.5240/753B-9959-3F77-FD01-5A5E-R
105240/753ae7541a9d6add4a59p,1,1,1,0,10.5240/753A-E754-1A9D-6ADD-4A59-P
105240/75180e8e2c199346f9931,1,1,1,0,10.5240/7518-0E8E-2C19-9346-F993-1
105240/7506df778ed47e2bf4f69,1,1,1,0,10.5240/7506-DF77-8ED4-7E2B-F4F6-9
105240/74f0873cd790c9cf8cfc8,1,1,1,0,10.5240/74F0-873C-D790-C9CF-8CFC-8
105240/74e8c28810fbed390a1ae,1,1,1,0,10.5240/74E8-C288-10FB-ED39-0A1A-E
105240/7458b72e107c08550da89,1,1,1,0,10.5240/7458-B72E-107C-0855-0DA8-9
105240/7456cd97fe8a7d15a69f5,1,1,1,0,10.5240/7456-CD97-FE8A-7D15-A69F-5
105240/742548456e50e0bc662ea,1,1,1,0,10.5240/7425-4845-6E50-E0BC-662E-A
105240/7418a7af2a8ae1afe469c,1,1,1,0,10.5240/7418-A7AF-2A8A-E1AF-E469-C
105240/73f275e66cc9147ddbc6e,1,1,1,0,10.5240/73F2-75E6-6CC9-147D-DBC6-E
105240/73ea576b576f45c0c8982,1,1,1,0,10.5240/73EA-576B-576F-45C0-C898-2
105240/73cadbf1b5f9995d01a06,1,1,1,0,10.5240/73CA-DBF1-B5F9-995D-01A0-6
105240/731b0af4fad17d6cc791f,1,1,1,0,10.5240/731B-0AF4-FAD1-7D6C-C791-F
105240/72a94c3b9c39c52f81f0j,1,1,1,0,10.5240/72A9-4C3B-9C39-C52F-81F0-J
105240/726c8ef8e71c2c85da1e9,1,1,1,0,10.5240/726C-8EF8-E71C-2C85-DA1E-9
105240/72681c0921950bc45ce1f,1,1,1,0,10.5240/7268-1C09-2195-0BC4-5CE1-F
105240/7236d7c3529395a976c7q,1,1,1,0,10.5240/7236-D7C3-5293-95A9-76C7-Q
105240/720df5a9eb174235a146o,1,1,1,0,10.5240/720D-F5A9-EB17-4235-A146-O
105240/71bc1dd218925e6c49f6e,1,1,1,0,10.5240/71BC-1DD2-1892-5E6C-49F6-E
105240/71bba582e01755959fd6x,1,1,1,0,10.5240/71BB-A582-E017-5595-9FD6-X
105240/70e9394c85cf210eb27a1,1,1,1,0,10.5240/70E9-394C-85CF-210E-B27A-1
105240/7083bf1be6b6f63b498c5,1,1,1,0,10.5240/7083-BF1B-E6B6-F63B-498C-5
105240/7083a9476bbd466f4752a,1,1,1,0,10.5240/7083-A947-6BBD-466F-4752-A
105240/705220d5cc7d61c3ea09i,1,1,1,0,10.5240/7052-20D5-CC7D-61C3-EA09-I
105240/703fd0bb6dde69b6f6efh,1,1,1,0,10.5240/703F-D0BB-6DDE-69B6-F6EF-H
105240/6fc95495f0c791f187e6g,1,1,1,0,10.5240/6FC9-5495-F0C7-91F1-87E6-G
105240/6f970ea5b4061b294c38k,1,1,1,0,10.5240/6F97-0EA5-B406-1B29-4C38-K
105240/6f5875929da25ab01527c,1,1,1,0,10.5240/6F58-7592-9DA2-5AB0-1527-C
105240/6ec0c85162fa9717fc32a,1,1,1,0,10.5240/6EC0-C851-62FA-9717-FC32-A
105240/6eaf7ce4a82e62dea2b6s,1,1,1,0,10.5240/6EAF-7CE4-A82E-62DE-A2B6-S
105240/6e51c986e0df3e06edc6j,1,1,1,0,10.5240/6E51-C986-E0DF-3E06-EDC6-J
105240/6e37c3c97030cce453b1k,1,1,1,0,10.5240/6E37-C3C9-7030-CCE4-53B1-K
105240/6e2b253f770b3b40262a4,1,1,1,0,10.5240/6E2B-253F-770B-3B40-262A-4
105240/6e08fc19ec3dcfada3655,1,1,1,0,10.5240/6E08-FC19-EC3D-CFAD-A365-5
105240/6d8cef053efe22d880f85,1,1,1,0,10.5240/6D8C-EF05-3EFE-22D8-80F8-5
105240/6d81f088e4ae587db06ah,1,1,1,0,10.5240/6D81-F088-E4AE-587D-B06A-H
105240/6d81706ad51904611507e,1,1,1,0,10.5240/6D81-706A-D519-0461-1507-E
105240/6d102bff787a8b50d7b45,1,1,1,0,10.5240/6D10-2BFF-787A-8B50-D7B4-5
105240/6cfa15849db331d4f651d,1,1,1,0,10.5240/6CFA-1584-9DB3-31D4-F651-D
105240/6cae1eec346f2a7a09ad8,1,1,1,0,10.5240/6CAE-1EEC-346F-2A7A-09AD-8
105240/6c8d378e0d3748016161y,1,1,1,0,10.5240/6C8D-378E-0D37-4801-6161-Y
105240/6c6b5a1e62d61ce6e4f7x,1,1,1,0,10.5240/6C6B-5A1E-62D6-1CE6-E4F7-X
105240/6c5df59238eac74fb667x,1,1,1,0,10.5240/6C5D-F592-38EA-C74F-B667-X
105240/6be8c63a812bc95199ffv,1,1,1,0,10.5240/6BE8-C63A-812B-C951-99FF-V
105240/6b95754f878cac894364m,1,1,1,0,10.5240/6B95-754F-878C-AC89-4364-M
105240/6b7a2b07a35565c9918df,1,1,1,0,10.5240/6B7A-2B07-A355-65C9-918D-F
105240/6b15c23271a37c0cbd29t,1,1,1,0,10.5240/6B15-C232-71A3-7C0C-BD29-T
105240/6b0d47c10097e1f38f0fr,1,1,1,0,10.5240/6B0D-47C1-0097-E1F3-8F0F-R
105240/6acaafa6b19d482fda88j,1,1,1,0,10.5240/6ACA-AFA6-B19D-482F-DA88-J
105240/6a5ebea560bc320b37e7j,1,1,1,0,10.5240/6A5E-BEA5-60BC-320B-37E7-J
105240/69660a763cbd82d1c6ad4,1,1,1,0,10.5240/6966-0A76-3CBD-82D1-C6AD-4
105240/6964524b61eaffc3b639m,1,1,1,0,10.5240/6964-524B-61EA-FFC3-B639-M
105240/691f2524ccb26562b733s,1,1,1,0,10.5240/691F-2524-CCB2-6562-B733-S
105240/68f597f5f93885354e3cp,1,1,1,0,10.5240/68F5-97F5-F938-8535-4E3C-P
105240/68dd341e03ee4bb81761q,1,1,1,0,10.5240/68DD-341E-03EE-4BB8-1761-Q
105240/68d6274d56dba50c122en,1,1,1,0,10.5240/68D6-274D-56DB-A50C-122E-N
105240/689ad2570b476e79e0a79,1,1,1,0,10.5240/689A-D257-0B47-6E79-E0A7-9
105240/67de1625f8e26e38ca7am,1,1,1,0,10.5240/67DE-1625-F8E2-6E38-CA7A-M
105240/67c844728a3990d500d3u,1,1,1,0,10.5240/67C8-4472-8A39-90D5-00D3-U
105240/67bb5a81f2e8b006ba7dh,1,1,1,0,10.5240/67BB-5A81-F2E8-B006-BA7D-H
105240/67a42ef7f243e40a2298o,1,1,1,0,10.5240/67A4-2EF7-F243-E40A-2298-O
105240/677d63519ae3bbab9e70u,1,1,1,0,10.5240/677D-6351-9AE3-BBAB-9E70-U
105240/6714074ec69defbeb868e,1,1,1,0,10.5240/6714-074E-C69D-EFBE-B868-E
105240/6698991622e2ae148878y,1,1,1,0,10.5240/6698-9916-22E2-AE14-8878-Y
105240/664d319e2f115a54f1b2r,1,1,1,0,10.5240/664D-319E-2F11-5A54-F1B2-R
105240/66434840d6018cb94bb39,1,1,1,0,10.5240/6643-4840-D601-8CB9-4BB3-9
105240/66074e2e4cbdd50fdbbca,1,1,1,0,10.5240/6607-4E2E-4CBD-D50F-DBBC-A
105240/65c10aebb53ecafd2256r,1,1,1,0,10.5240/65C1-0AEB-B53E-CAFD-2256-R
105240/6583d8567260f6f49b34r,1,1,1,0,10.5240/6583-D856-7260-F6F4-9B34-R
105240/64e5173840d734abbf5f2,1,1,1,0,10.5240/64E5-1738-40D7-34AB-BF5F-2
105240/64ac097c97040a02ee2dh,1,1,1,0,10.5240/64AC-097C-9704-0A02-EE2D-H
105240/645295a0e37297202c18l,1,1,1,0,10.5240/6452-95A0-E372-9720-2C18-L
105240/644100f3a38877c74445j,1,1,1,0,10.5240/6441-00F3-A388-77C7-4445-J
105240/63bf5ead02f2026d9daf8,1,1,1,0,10.5240/63BF-5EAD-02F2-026D-9DAF-8
105240/636070ccb8a4ad22013dy,1,1,1,0,10.5240/6360-70CC-B8A4-AD22-013D-Y
105240/634eb37a36a9b5611e9ez,1,1,1,0,10.5240/634E-B37A-36A9-B561-1E9E-Z
105240/631ce86d2f354ca371f28,1,1,1,0,10.5240/631C-E86D-2F35-4CA3-71F2-8
105240/62e3e39c913c7805bb51f,1,1,1,0,10.5240/62E3-E39C-913C-7805-BB51-F
105240/626cf949c012aa2dcac2g,1,1,1,0,10.5240/626C-F949-C012-AA2D-CAC2-G
105240/622ed6c49f3c7bd9bccbr,1,1,1,0,10.5240/622E-D6C4-9F3C-7BD9-BCCB-R
105240/622b20971e78ec9cdd6ab,1,1,1,0,10.5240/622B-2097-1E78-EC9C-DD6A-B
105240/619afccd54e4b3843602w,1,1,1,0,10.5240/619A-FCCD-54E4-B384-3602-W
105240/6175334c5b4543ed58a2s,1,1,1,0,10.5240/6175-334C-5B45-43ED-58A2-S
105240/61543d2b56c7ff40f148k,1,1,1,0,10.5240/6154-3D2B-56C7-FF40-F148-K
105240/613340e40fce163a7b3c6,1,1,1,0,10.5240/6133-40E4-0FCE-163A-7B3C-6
105240/60e6ee001e8f67d042a5v,1,1,1,0,10.5240/60E6-EE00-1E8F-67D0-42A5-V
105240/60d8d2676198fba56be11,1,1,1,0,10.5240/60D8-D267-6198-FBA5-6BE1-1
105240/60b7b6a12924a085aa4fr,1,1,1,0,10.5240/60B7-B6A1-2924-A085-AA4F-R
105240/60739ba76564bd29e6a02,1,1,1,0,10.5240/6073-9BA7-6564-BD29-E6A0-2
105240/601e4b4109ac125488832,1,1,1,0,10.5240/601E-4B41-09AC-1254-8883-2
105240/60103cbfe2eaf3441bf62,1,1,1,0,10.5240/6010-3CBF-E2EA-F344-1BF6-2
105240/600352c8b7ef7b9c3c86m,1,1,1,0,10.5240/6003-52C8-B7EF-7B9C-3C86-M
105240/5fd961e1e7fa86dcbc7cj,1,1,1,0,10.5240/5FD9-61E1-E7FA-86DC-BC7C-J
105240/5fbc710d032c675cc432r,1,1,1,0,10.5240/5FBC-710D-032C-675C-C432-R
105240/5fb47ec2caa6390421dco,1,1,1,0,10.5240/5FB4-7EC2-CAA6-3904-21DC-O
105240/5fa80e4df094b95dce2fd,1,1,1,0,10.5240/5FA8-0E4D-F094-B95D-CE2F-D
105240/5f8de99cffa7da9f73a1j,1,1,1,0,10.5240/5F8D-E99C-FFA7-DA9F-73A1-J
105240/5f1d89c7b3da6fff28b21,1,1,1,0,10.5240/5F1D-89C7-B3DA-6FFF-28B2-1
105240/5ef9c8d91f7486d6727d9,1,1,1,0,10.5240/5EF9-C8D9-1F74-86D6-727D-9
105240/5ee0abdf03e24dd6a9e9t,1,1,1,0,10.5240/5EE0-ABDF-03E2-4DD6-A9E9-T
105240/5e931ad8215df1bca55ab,1,1,1,0,10.5240/5E93-1AD8-215D-F1BC-A55A-B
105240/5e905d135a2eedd58050b,1,1,1,0,10.5240/5E90-5D13-5A2E-EDD5-8050-B
105240/5debc8a93ac996ab1d273,1,1,1,0,10.5240/5DEB-C8A9-3AC9-96AB-1D27-3
105240/5dd6867955ae922958b3l,1,1,1,0,10.5240/5DD6-8679-55AE-9229-58B3-L
105240/5dca250e511f52b7515da,1,1,1,0,10.5240/5DCA-250E-511F-52B7-515D-A
105240/5c936471901d1b40836db,1,1,1,0,10.5240/5C93-6471-901D-1B40-836D-B
105240/5c4df2377c6f818326f5q,1,1,1,0,10.5240/5C4D-F237-7C6F-8183-26F5-Q
105240/5b8c8e6cd06cf22ac81ch,1,1,1,0,10.5240/5B8C-8E6C-D06C-F22A-C81C-H
105240/5b4aaf25542fa32b22bdn,1,1,1,0,10.5240/5B4A-AF25-542F-A32B-22BD-N
105240/5ad65f9ad72d816c1fe6o,1,1,1,0,10.5240/5AD6-5F9A-D72D-816C-1FE6-O
105240/5ad0c45a1db4e5dc3073y,1,1,1,0,10.5240/5AD0-C45A-1DB4-E5DC-3073-Y
105240/5ace82637d9fdc038078f,1,1,1,0,10.5240/5ACE-8263-7D9F-DC03-8078-F
105240/5a9b0bd3209c2011062bz,1,1,1,0,10.5240/5A9B-0BD3-209C-2011-062B-Z
105240/5a9afc655a55a9badfd6i,1,1,1,0,10.5240/5A9A-FC65-5A55-A9BA-DFD6-I
105240/5a43ac96310b444f75a1k,1,1,1,0,10.5240/5A43-AC96-310B-444F-75A1-K
105240/5a11f9aaab7a5a6312f2g,1,1,1,0,10.5240/5A11-F9AA-AB7A-5A63-12F2-G
105240/5a088cce5ef98afe0d7a7,1,1,1,0,10.5240/5A08-8CCE-5EF9-8AFE-0D7A-7
105240/5a020714c8432a046006p,1,1,1,0,10.5240/5A02-0714-C843-2A04-6006-P
105240/59d4e142a47ab9999294g,1,1,1,0,10.5240/59D4-E142-A47A-B999-9294-G
105240/599afc9ff9ff1c39a1f0c,1,1,1,0,10.5240/599A-FC9F-F9FF-1C39-A1F0-C
105240/59551434fb04deddb55di,1,1,1,0,10.5240/5955-1434-FB04-DEDD-B55D-I
105240/59108d250b3593128f74q,1,1,1,0,10.5240/5910-8D25-0B35-9312-8F74-Q
105240/58cdac37ad1e0b5aabb6f,1,1,1,0,10.5240/58CD-AC37-AD1E-0B5A-ABB6-F
105240/58c64dacc10ccd127d24d,1,1,1,0,10.5240/58C6-4DAC-C10C-CD12-7D24-D
105240/5868409e7bfb536a6067e,1,1,1,0,10.5240/5868-409E-7BFB-536A-6067-E
105240/57d745ab28501f9975f6g,1,1,1,0,10.5240/57D7-45AB-2850-1F99-75F6-G
105240/5795a29236d60406e1deq,1,1,1,0,10.5240/5795-A292-36D6-0406-E1DE-Q
105240/5793ed9ece4839c5e0a3a,1,1,1,0,10.5240/5793-ED9E-CE48-39C5-E0A3-A
105240/577fad1caaeb364a3888g,1,1,1,0,10.5240/577F-AD1C-AAEB-364A-3888-G
105240/5731ac543a5938707a47s,1,1,1,0,10.5240/5731-AC54-3A59-3870-7A47-S
105240/56e40c7bccdb7bfcc1beh,1,1,1,0,10.5240/56E4-0C7B-CCDB-7BFC-C1BE-H
105240/56c517a5fdf906341c0dc,1,1,1,0,10.5240/56C5-17A5-FDF9-0634-1C0D-C
105240/56a3dd59744985725da58,1,1,1,0,10.5240/56A3-DD59-7449-8572-5DA5-8
105240/56664dba6f46b34987e99,1,1,1,0,10.5240/5666-4DBA-6F46-B349-87E9-9
105240/56468232e246da591be97,1,1,1,0,10.5240/5646-8232-E246-DA59-1BE9-7
105240/55992057ea439b0cae90z,1,1,1,0,10.5240/5599-2057-EA43-9B0C-AE90-Z
105240/5588c0442fc83c15b468t,1,1,1,0,10.5240/5588-C044-2FC8-3C15-B468-T
105240/551e737598e2a6ef3d0c4,1,1,1,0,10.5240/551E-7375-98E2-A6EF-3D0C-4
105240/550c4c4642c8d3b27ee13,1,1,1,0,10.5240/550C-4C46-42C8-D3B2-7EE1-3
105240/5500ccb8a6e8ce3e44180,1,1,1,0,10.5240/5500-CCB8-A6E8-CE3E-4418-0
105240/54fcde58151b4cfdbd9fu,1,1,1,0,10.5240/54FC-DE58-151B-4CFD-BD9F-U
105240/54f58e7459b0157747edo,1,1,1,0,10.5240/54F5-8E74-59B0-1577-47ED-O
105240/54efe0c800a365c27ff6m,1,1,1,0,10.5240/54EF-E0C8-00A3-65C2-7FF6-M
105240/54da85461b8a27f6a80cg,1,1,1,0,10.5240/54DA-8546-1B8A-27F6-A80C-G
105240/549c8bf92f5d5a0249e5c,1,1,1,0,10.5240/549C-8BF9-2F5D-5A02-49E5-C
105240/54946f7d368f0af70a3dc,1,1,1,0,10.5240/5494-6F7D-368F-0AF7-0A3D-C
105240/5481d0c9a3b96c51ecfdq,1,1,1,0,10.5240/5481-D0C9-A3B9-6C51-ECFD-Q
105240/5474f09a8ae218a8114ab,1,1,1,0,10.5240/5474-F09A-8AE2-18A8-114A-B
105240/545abfdbf65ace433a97q,1,1,1,0,10.5240/545A-BFDB-F65A-CE43-3A97-Q
105240/5400bdfd9b92ca0d3ba75,1,1,1,0,10.5240/5400-BDFD-9B92-CA0D-3BA7-5
105240/53e6ce8992652d240d8cz,1,1,1,0,10.5240/53E6-CE89-9265-2D24-0D8C-Z
105240/53d146c9a6791bc96209s,1,1,1,0,10.5240/53D1-46C9-A679-1BC9-6209-S
105240/53c826d1413c061043647,1,1,1,0,10.5240/53C8-26D1-413C-0610-4364-7
105240/537159243ac75422e40f9,1,1,1,0,10.5240/5371-5924-3AC7-5422-E40F-9
105240/5356ee24d4c85201d9035,1,1,1,0,10.5240/5356-EE24-D4C8-5201-D903-5
105240/53305d3454f06b941644f,1,1,1,0,10.5240/5330-5D34-54F0-6B94-1644-F
105240/53219555f79cadc06aa7m,1,1,1,0,10.5240/5321-9555-F79C-ADC0-6AA7-M
105240/531605ae37fa0f8b5de4j,1,1,1,0,10.5240/5316-05AE-37FA-0F8B-5DE4-J
105240/52cf4aa1536eb4dd7d7cn,1,1,1,0,10.5240/52CF-4AA1-536E-B4DD-7D7C-N
105240/52cad19b385fde639438y,1,1,1,0,10.5240/52CA-D19B-385F-DE63-9438-Y
105240/528c3cf94caa5a5f77d1o,1,1,1,0,10.5240/528C-3CF9-4CAA-5A5F-77D1-O
105240/522f84e5b3846c8523b2j,1,1,1,0,10.5240/522F-84E5-B384-6C85-23B2-J
105240/51faac1e6ee4729cec86p,1,1,1,0,10.5240/51FA-AC1E-6EE4-729C-EC86-P
105240/519d92ad4a3621b99cecy,1,1,1,0,10.5240/519D-92AD-4A36-21B9-9CEC-Y
105240/515a78301f86a11a2ecfa,1,1,1,0,10.5240/515A-7830-1F86-A11A-2ECF-A
105240/513709217d25514029f6v,1,1,1,0,10.5240/5137-0921-7D25-5140-29F6-V
105240/5108a0bdca7eeb452237h,1,1,1,0,10.5240/5108-A0BD-CA7E-EB45-2237-H
105240/50fc09729a5b0fdf9e6d3,1,1,1,0,10.5240/50FC-0972-9A5B-0FDF-9E6D-3
