phone_normalized,wdc_subject_count,sample_values,sample_subjects
18003091307,5,18003091307,_:nd69c7a0471f8473e94bbf95d39e09b32xb0 | _:nbeef26b331ad4a8d837b431d7aa5a401xb0 | _:n2f5a8ffb77a240af98747737b1ae2ec1xb0 | _:nea51158ed58448e8913e43a4218e0ca2xb0 | _:n69ef3a56d126463ba560defc2661d885xb0
18009474320,5,1-800-947-4320,_:node1ife1qitux34116885 | _:node1ifdllgvcx70987215 | _:node1ife6767sx27010051 | _:node1ifec7ijmx4741468 | _:node1ifeeprhgx2097760
2026870211,5,Phone: 202-687-0211,_:node1ifd8tb9rx13598049 | _:node1ifd0kje3x31606728 | _:node1ifdbjul8x6518047 | _:node1ifdbjulcx6160632 | _:node1ifdbn7obx3579966
2026870894,5,Phone: 202-687-0894,_:node1ifdjv8ptx753882 | _:node1ifd7qpudx33012655 | _:node1ifdnm2hex791650 | _:node1ifdbn7obx19904234 | _:node1ifdfuh50x12168369
2092284400,5,209-228-4400,_:nc0a95ef4113c4ebfb3fbeabc01f07affxb3 | _:nd37ec7f1bcd24717a124394acc8d3c29xb3 | _:n534d57b95d2e4641bfc123aa18a0cb35xb3 | _:n4751ecc785224724b1b5e3fde12ebc19xb3 | _:n9d58d3e322824073ad543621a753e1adxb3
2259232331,5,225-923-2331,_:n2deca283d08c4463bb313e66a9e0ead1xb0 | _:n6000e315ebf049dc855497619367ecfdxb0 | _:nbc26390d7bcd4d61b2dcaf0b98a8d609xb0 | _:n4f02ac2e948f401a82a875f81a345fb5xb0 | _:n5047d2cdc5cb4563a9d0737497df9d23xb0
3065855082,5,(306) 585-5082,_:ne238a492a44e4643bdac011fa0873179xb0 | _:n4aa56ee920b242b599acbd8142c3a30axb0 | _:n7537e3997a4744dcb8cf112727662817xb0 | _:n6464f94d5612466f8082d853b167667dxb0 | _:n596f7a2caba847579e54618e827b5d07xb0
3108253101,5,(310) 825-3101,_:ne1bdece9646c4a7cbb5d06ee54a6044exb0 | _:nd21b6578510740ac8df7df575d9ac868xb0 | _:n344ab4b8ec7249b184cfe75c9ae3cb7cxb0 | _:ndd1117fa9f274e26a95d1c162a8aa78bxb0 | _:nf938fe5e04fb4c429a6e8109f14a5f44xb0
3179556000,5,(317) 955-6000,_:node1iffv0v6fx9462645 | _:nf79551a8197149d0ae7460ec945bfe8fxb0 | _:n811d6c0dd1b44c21bb813b63c897cf01xb0 | _:nd65069bbe2ea4896bff1cef1991544c6xb0 | _:n2b403d139eb14eca9b2b97700325739exb0
3528735804,5, (352) 873-5804,_:node1iffb9oabx13157184 | _:node1iffb9oabx13157192 | _:node1iffb9oabx13157194 | _:node1iff9imbcx7940711 | _:node1iff9imbcx7940715
353091492125,5,353 (0)91 492125,_:n49b46772fb824f5bad15ef4f748f30b0xb0 | _:nb76d59e62a2e492db78788620b374d49xb0 | _:n67a9bcaaf02643de856ea99349ff1ea0xb0 | _:n45a370bba09b4c7882252cff763ad478xb0 | _:nc68bbbb38af94c62b04cd682bc879d5axb0
4018632427,5,401-863-2427,_:n6c26a6ff895a425eac40ec459bc05ec0xb0 | _:n5befbe03f5c849d0bef8c0c2e3ce89a6xb0 | _:n8f7ce416b57d43a2803e60de4c9a5422xb3 | _:ne5407e38f7524a7395381455e9eedfa9xb0 | _:n2585825451764238a821acfee433d9ebxb0
4053250311,5,(405) 325-0311,_:node1ifg58ccvx1843717 | _:n08d563163b824b468f876d4b0720eb7axb27 | _:n6ea4a5915cf8479aa9573132d45e33cbxb27 | _:node1iff0qr8ax11611813 | _:n7ecde38fe1cf4950b4882aaed27eb817xb0
4164152000,5,416.415.2000,_:nd716e863a7b44dab927475d985b83148xb0 | _:n5dcdfcc8ef174651a869c2e8ef217ee2xb3 | _:n6c1b086bd552479492f4c254ec63bd76xb3 | _:n770a6d0e9de94b148195b07d0fde13c6xb3 | _:nd6741a4980c744c68bc146d5eb7565ffxb3
5046826792,5,504-682-6792,_:n7856e498bd994e609ee5470b1bea2554xb0 | _:n88a70cdcd28b4876a62e244b82560648xb0 | _:n7407ce55347840c0adf1b36e1b3cfea9xb0 | _:n6ecf8bd481e64ed2b9ccf4970882247cxb0 | _:n2e653564b3314848bc4d87cd53e09cb2xb0
5553509100,5,(55) 5350 9100 | (55) 5350 9100  | 55 5350 9100 ,<https://sic.gob.mx/ficha.php?table=centro_educacion&table_id=471> | <https://sic.gob.mx/ficha.php?table=centro_educacion&table_id=472> | <https://sic.gob.mx/ficha.php?table=centro_educacion&table_id=475> | <https://sic.gob.mx/ficha.php?table=centro_educacion&table_id=476> | <https://sic.gob.mx/ficha.php?table=centro_educacion&table_id=478>
56297872129787075,5,(56 2) 9787212 -  9787075 | (56 2) 978 7212 -  978 7075,_:node1ife30p2hx32485829 | _:node1ife678ubx24822271 | _:node1ife8pq1mx10340893 | _:node1ife3r7avx28049454 | _:node1ife8piilx17695471
6012661000,5,601.266.1000,_:node1ifdbjul8x31279586 | _:node1ifdftbv3x11449211 | _:node1ifdbjul8x21452988 | _:node1ifdmt7k8x1600164 | _:node1ifdi87ttx1531377
88897828814240,5,888 978 2881 x 4240,_:nb858789e3dc7430297efed2d5de98e3cxb0 | _:n0dc8d15b829842c790bf277935349c80xb3 | _:n4ac606c9b32145a1a834979f5b9755e0xb0 | _:na29a2f6a0dd24687ae43b258d905a37cxb0 | _:n306844a34f35451ebc12490a9b8cce2axb0
9855492000,5, (985) 549-2000,_:node1ifelqaqex3289027 | _:node1iff9ihb7x12951741 | _:node1ifepna6fx8472266 | _:node1ifepna6fx8472292 | _:node1iffhli21x762975
+12022744000,4,+12022744000,_:n0e512eafbe854a97911e89374ce69123xb0 | _:node1ifgbohpkx100887 | _:n802d1f2c76c94accaf62d855882a69b6xb0 | _:node1ifg7v08fx4366280
+12024521940,4,+12024521940,_:nfbcb5fca88834bf6860ab8e462806e28xb0 | _:node1ifge660tx149200 | _:n160084b586a64cdca436eb619bce4c3axb0 | _:node1ifg2vpt9x19063860
+12024882550,4,+12024882550,_:n79bc28a221fe4d338248cfb98dcd2c27xb0 | _:node1ifgbohpkx122876 | _:n5c384810026e46d78db6724a70dea139xb0 | _:node1ifg80ka1x14011759
+12026007300,4,+12026007300,_:ncf518584f780416794a9b08a7059a4b1xb0 | _:node1ifgbtln3x103990 | _:nfd3125994eaf46eda4b10d9125160455xb0 | _:node1ifg588ckx14376766
+12026447200,4,+12026447200,_:n8231dc4628a14398a235bbd130b8666bxb0 | _:node1ifga2m36x115802 | _:n9972f5387e5544e899168ec6a5d0af9cxb0 | _:node1ifg62laex11747452
+12026515603,4,+12026515603,_:n2d6f8766811e41eda69b302885f23c83xb0 | _:node1ifg649v0x14900129 | _:nd1ffff614c224fe5b0ef6bf90c5b53a9xb0 | _:node1ifgbtln3x1966390
+12026635600,4,+12026635600,_:n0dd4790dd03b47df8256597aed2c26ebxb0 | _:node1ifg85d95x7703956 | _:nbab8cb68cfb84d89baccb5a5b970c7c1xb0 | _:node1ifgbii3ix1971954
+12026879267,4,+12026879267,_:ncded495830a64441a4aabb0d26d57d16xb0 | _:node1ifg95ptrx7404674 | _:na996e4a70b6f49f0be2c8027f00c8588xb0 | _:node1ifgbrslmx4299799
+12028851600,4,+12028851600,_:n7f1e9b639cd54420a64a8cc1cdc7f566xb0 | _:node1ifg4sp7nx94538 | _:nad15c9a72b1d4676be093edea744bf42xb0 | _:node1ifg9da40x6954090
+12029941000,4,+12029941000,_:ne16a9090b32b42908f799c8e09272fa8xb0 | _:node1ifg2podqx9719502 | _:n1832072341e94d45b500914976ce8696xb0 | _:node1ifg4t4l4x18962267
+12029941010,4,+12029941010,_:n24dbc215a3554b82ae17618251e71866xb0 | _:node1ifgb9to7x106583 | _:nd4e43a8683fa4c24b035e95d766f5b1cxb0 | _:node1ifg9d9c3x1986649
+12029947275,4,+12029947275,_:n261dbb32091c4ca8aed86d8949d60d88xb0 | _:node1ifgbtlo2x104425 | _:nea66f9eb6fe44793b10d654685366e84xb0 | _:node1ifgbtln3x1966459
+12123461654,4,+1 (212) 346-1654,_:n8b8579851444424e891639a01be80c19xb0 | _:nbb42d209160c4ef78066dbcf00401b09xb0 | _:nae2c612960e943d79f7128005b5bf64bxb0 | _:n9aff6bd09d9c4ec18678d00775829f92xb0
+13169424291,4,+13169424291,_:n726c349943dd4815a3f757c72341e4c0xb0 | _:node1ifga0b2ex105101 | _:n6cb3b20b056d4e8aa5419312e0750309xb0 | _:node1ifg2hjjgx25277801
+14162637329,4,+1-416-263-7329,_:nbfcee653249d4d87a229e05c4024fd29xb0 | _:nb595f79fdf27447faaa531c684440bffxb0 | _:n005ae38a2c024cb3a3a09caf16e3db3dxb0 | _:n78dacf2008cc48fc9261e2792da83026xb0
+17039305905,4,+17039305905,_:nc37e2817c524423a88a1acceae191359xb0 | _:node1iff0qr8ax98792 | _:n7f27025fabd341279cb6ba84d6b8deabxb0 | _:node1ifdn1k86x12154485
+18008246494,4,+18008246494,_:n35c10eb3e2874218be52e496f46ff191xb0 | _:node1ifdmh95ex7394315 | _:nf1d3adbff678430aabc5b5a80f2784a2xb0 | _:node1ifdn1opox5027919
+35314150400,4,+35314150400,_:n1a60ce2d211744fea26ca82400c23930xb4 | _:n42988f1a1c9c4ce8a63f7de572c4d1b3xb4 | _:n36e1fd7cff264dfe952690f10be37d8fxb4 | _:n4d76a16ebd934cadbf1fc467c620ce0dxb4
+353214507027,4,+353214507027,_:n1a60ce2d211744fea26ca82400c23930xb2 | _:n42988f1a1c9c4ce8a63f7de572c4d1b3xb2 | _:n36e1fd7cff264dfe952690f10be37d8fxb2 | _:n4d76a16ebd934cadbf1fc467c620ce0dxb2
+35361310031,4,+35361310031,_:n1a60ce2d211744fea26ca82400c23930xb6 | _:n42988f1a1c9c4ce8a63f7de572c4d1b3xb6 | _:n36e1fd7cff264dfe952690f10be37d8fxb6 | _:n4d76a16ebd934cadbf1fc467c620ce0dxb6
+381117156905,4,+381 11 7156905,_:node1ifd0kl7px2157620 | _:node1iffh0e7cx7164335 | _:node1ifd3s8b1x7303842 | _:node1ifd0tb8tx17102448
+390649910789,4,(+39) 06 4991 0789,_:n1bd6ed7d7cb34e3eabef098906881138xb0 | _:nd6e471f7ed06497fa739244a62d52fb2xb0 | _:n408f1b97d4bb43a3a90df32132189b80xb0 | _:n33890cb72b9f48f5b59001018a193002xb3
+4401158242657,4,+44 (0) 115 824 2657,_:n8f473b9e38d247c89ee21b1904dbe7dexb0 | _:n3ab789e5819047a6afa1435d73bb5f80xb0 | _:nca7cc74eb0854ac2835f78d00fbe8a9dxb3 | _:nc8c5271a07e74d83b3d40c2de60a0453xb0
+4401214158900,4,+44 (0) 1214 158 900,_:node1ife678ubx19796146 | _:node1ifev9te9x22119135 | _:node1ifenc53ex14939762 | _:node1ifdtq8ghx29758865
+4401244511000,4,+44 (0) 1244 511 000,_:node1iffuv7odx9666352 | _:node1iff53ok5x19760428 | _:node1iff0qnbtx19791072 | _:node1ife8p7pqx4982578
+4401524510302,4,\r\n            +44 (0)1524 510302\r\n        ,_:node1ifernl2hx20668857 | _:node1iff0qo73x2058730 | _:node1ifdfuh50x7055907 | _:node1iff0qsl2x34078303
+4401752600600,4,+44 (0) 1752 600 600,_:node1ifernjb9x29960366 | _:node1iff0r5kdx9683296 | _:node1iff0qve8x10663085 | _:node1iffbea9hx7370999
+4401912326002,4,+44 (0) 1912 326 002,_:node1ifd0klcpx19706579 | _:node1ifdbnakpx27284278 | _:node1iff53ok5x4810933 | _:node1ifg42ncnx7195722
+4402074307065,4,+44 (0)20 7430 7065,_:n12cee5f2bc0f41efa3aefe9186f4d358xb0 | _:n7caf3f646ed4402f883fd8d5ee0601a1xb0 | _:n60b0d8486a414042b625e11e8e8da78fxb0 | _:n73f3e5f1e6b44ab78a2cf33837305535xb0
+4402075948040,4,+44 (0) 20 7594 8040,_:na3629a9717044c9881de499f8bb42a07xb0 | _:n77af017b99094533badab2811ebdfdf6xb0 | _:n7db63fa336ec4847b3c682e294bd9502xb0 | _:n26348e5cfe4d452fa718cf1e8afe2727xb0
+4402076792000,4,+44 (0) 2076 792 000,_:node1ifg58qglx4741097 | _:node1iffdmmpux2467153 | _:node1iff0r11px27102636 | _:node1ifenc47cx2297127
+4402083318136,4,+ 44 020 8331 8136 | +44 020 8331 8136,_:ncc83ae8531cf44af8117fb5729afb2c8xb0 | _:n45a96dbac92a4eb59a60e81eaf2a80d9xb0 | _:n1a5dbe479f6c4077b6d917f5c89f830axb3 | _:n2955941b21b640aa99acaeaeba5cee16xb0
+4402477652152,4,+44 (0)2477 652 152,_:n46103c3a33cc4b0a9d70340d3b6914fexb0 | _:n4bd2017ac6f64b4ca98014c9ebc3af01xb0 | _:n87a9eb94ef504df59de2399d1a792048xb0 | _:n9a30a1897ae6494886352e4481a889daxb0
+4402890245133,4,+44 (0) 2890 245 133,_:node1iffukje0x9741484 | _:node1ifgbeb0jx2438551 | _:node1iffa4kagx22219970 | _:node1ifdft82bx2423577
+4402920205645,4,+ 44 (0) 2920 205645,_:n12664da76cb842ec90e9851a73ed35f5xb3 | _:nbce83b33a91643b38925f5f13de743dfxb0 | _:n7e17c8e45d9a4c69894e3a224e89a8d7xb0 | _:nee3fb522f1ff44bc8e7b19d1b94b51e0xb0
+441142222000,4,+44 (114) 222 2000 | +44 114 222 2000,_:node1ife4k0dvx19673210 | _:node1ifduackvx10722416 | _:node1ife670cmx64427181 | _:nec4b8b02af024245a2cfa1eaa366fc82xb0
+441173284716,4,+44 117 328 4716,_:node1ifg4vfn0x12086698 | _:node1ifdtps67x12589356 | _:node1ifdgoi7ix12237773 | _:node1ife8pq1mx12629939
+441189875123,4,+44 118 987 5123,_:node1ifdclostx2487468 | _:node1ife77d55x79619448 | _:node1iff0qn4px14806861 | _:node1ifd6t6cix7201749
+441202524111,4,+44 1202 524111 | +44 (1202) 524 111,_:node1iffsrn8vx15001131 | _:n56100383e8a549df9cef95972412a536xb0 | _:node1ifg2hk91x4978128 | _:node1iffsrfmrx5057228
+441243816000,4,\r\n                            +44 (1243) 816 000\r\n                         | +44 1243 816000 | +44 (1243) 816 000,_:node1ifdllgvcx53036391 | _:node1ifdvknm8x14864369 | _:n440b72f9f39e4703ae305fb50dde6857xb0 | _:node1ifg2podqx9800693
+441273606755,4,+44 1273 606755 | +44 (1273) 606 755,_:node1iffdmk23x2402111 | _:n3cf184a94a604a5fa25ae13c8266b12dxb0 | _:node1ifg57saix7165819 | _:node1ifdgf8btx2360722
+441382383838,4,+44 (1382) 383 838,_:nb2c3e7331e864e128cf94b8802bf10b3xb0 | _:nffe78b033a354f5987a244f66139d2bcxb0 | _:n044565ca31a4419a9c10ec3a89de77f5xb0 | _:n82c74bda4134443b983544dfa1c5ea50xb0
+441482346311,4,+44 1482 346311,_:node1ifdmt7k8x9815518 | _:node1ife5c1f2x17714034 | _:node1ifg62dikx9684948 | _:node1iff9ococx27527445
+441484422288,4,+44 1484 422288 | +44 (1484) 422 288,_:node1iffv109ix11929710 | _:node1ifeva07px39331429 | _:n3505d281f8fa4daf9891f136f1c700d4xb0 | _:node1ifdnbuuvx17333059
+44152465201,4,+44 (1524) 65201 | +44 1524 65201,_:n81f47bdb0f914cfab9c0a7978e711377xb0 | _:node1ifeucum7x14690554 | _:node1ife4fq7ux17460328 | _:node1ifd6t6cix24535049
+441612472000,4,+44 161 247 2000 | +44 (161) 247 2000,_:node1iff6qlbgx9849495 | _:na4311a1b26f9479094fb6ad48ae1796fxb0 | _:node1ifg80jtex2335230 | _:node1iff9io8dx9736669
+441612955000,4,+441612955000 | +44 161 295 5000 | +44 (161) 295 5000,_:nd2fdeaf777f34848987830b77e846117xb0 | _:node1ife6767sx16910001 | _:n6c2cabf84ebe4fee8e240aa946c4786dxb0 | _:node1ifga2sg0x2410147
+441792205678,4,+44 1792 205678,_:node1ifdvcpbmx9941955 | _:node1ife7vr6sx9776527 | _:node1ife5c68vx9723325 | _:node1iffv109ix27924656
+441904320000,4,+44 1904 320000,_:node1ife3r63lx21989603 | _:node1ifdmt1sbx7382092 | _:node1ifenc7qsx7508384 | _:node1iff9imbcx19830875
+441912083333,4,+44 (191) 208 3333,_:n369af6a652f74bb291958ad56f90f607xb0 | _:nf1f4a005e2fc41c28b12fc2074a322ccxb0 | _:n9c3abe58921d429ca3d7c0bcd169216fxb0 | _:n567fb299f5404d5f8c5ac3b1d258a83dxb0
+441912274274,4,+44 (191) 227 4274,_:n6a85aa95b4d14baa859f6e917bfbde58xb0 | _:node1ife776jmx20445626 | _:n5b527691ec96486a9d5e6e26ac9b6d00xb0 | _:node1ife5bsgdx24790156
+441913342000,4,+44 191 334 2000 | +44 (191) 334 2000,_:node1iff55s84x4909316 | _:node1iff0r15cx22096845 | _:n8e1b97393e484b7dafe045e9c330524axb0 | _:node1ife8pq1mx12407541
+441915152000,4,+44 191 515 2000,_:node1iff9ococx4942542 | _:node1ifd2m6n8x9910383 | _:node1ifd3s8b1x5025939 | _:node1ifg85d95x9820960
+441962841515,4,+44 1962 841515,_:node1ifernmh1x4798587 | _:node1iff9o86tx14572005 | _:node1iffcql36x2427921 | _:node1ife7vpunx54676644
+441978290666,4,+44 1978 290666 | +44 (1978) 290 666,_:node1iffv12hbx14481449 | _:n651efa89c5304c2fb50641eb54ae6670xb0 | _:node1ifd4gjigx9846990 | _:node1iffutnm2x2412076
+442476887688,4,+44 24 7688 7688 | +44 (24) 7688 7688,_:node1iffv1674x5283941 | _:node1ife4fnrfx14446564 | _:n44fe7040a66342289d8a7bb1a626a8bcxb0 | _:node1ife7vto1x4895642
+448452713333,4,+44 845 271 3333,_:node1iffuaid3x2441338 | _:node1iferngt4x29261263 | _:node1ifd8f9prx2202823 | _:node1ifd8teq4x22129237
+46772288000,4,+46 772 28 80 00 | +46 772-28 80 00,_:node1iffmbetbx3900039 | _:node1iffl7iqax3968865 | _:node1iffo3q4sx3942848 | _:nce3f67f693f643f39c4345987e25064bxb0
+492418090674,4,+49 241 80 90674,_:nfe8d77b984f8453896d5a818564b45d8xb0 | _:nb91a2b205264468aa7cfea6f5c777862xb0 | _:n1b9330eaecae4808bdaefa4770b4d3baxb0 | _:n0da2c6f7de7d4c728e71eb358b2d43e9xb0
+56229784114,4,+562 29784114,_:node1ifeh8ep6x767279 | _:node1ifed7kjpx13148865 | _:node1ifdqdl1px20467743 | _:node1ife0g0nkx7923921
+6074564505,4,+6074564505,_:n9e0b024a2e2d49c9b9d0e2c4c05b5ecexb0 | _:node1ifg4sp7nx12300513 | _:ndcb570cbc2914ea7879aff6ad1d1df06xb0 | _:node1ifdmt6tbx11652149
+61249216595,4,+61 2 4921 6595,_:n5f41b96e81554f0a9859240d8ea02885xb0 | _:n40261e08ccca44e7a58adb5477dae400xb0 | _:ne7d22e8726354f96b17a47b2aeaf8f5exb0 | _:n82c2b2b346784bf3b2b4205864bfec1fxb0
+61262015342,4,+61 2 6201 5342,_:ne27b811340e44289a47ab70e948f5958xb3 | _:na5747605ad4a421589d7d34d3a626e02xb0 | _:n365cd126487447d1aa51a639d3bc3d84xb0 | _:n0787eb6be9834b9aa942ccdd2ecd39dcxb0
+61396274805,4,(+61 3) 9627 4805,_:n36f9ef9f5d9b4cafa44a35112d52466axb0 | _:nb1709b3977624fc8bc1b7d0ed3c7dfe5xb0 | _:n2f2aff6fba2a4e4987a55ee42f519f79xb0 | _:ndb414ff7fa234637b1a962f997532ee7xb0
+6281809666777,4,+6281809666777,_:nb14f53c91da54108afd52ed2ac0d0ad6xb0 | _:nc6653b2625a74109bc63522bee297926xb0 | _:nc252fbcbb3624af0be6f7bb85c6a9c6bxb0 | _:nea310c5d31e64b07b7e800cbebcd7515xb0
+6433694543,4,+6433694543,_:n82cb626c14a94e44bfb47976c4698007xb0 | _:n01aea1fbefc44dbca2f078e79cac7f66xb0 | _:n06ff05463dbf44dd90e1dc505d680436xb0 | _:na0d701854e634ea69431b75fbaad2274xb0
+6435469175,4,+64 3 546 9175,_:n925d3c77ff6842f9aadf30cec70cd823xb0 | _:n259da35efb1841cb953fa564787f40c8xb0 | _:n9042be1ea26d43698f0d7b2a6ae40f24xb0 | _:nc6a30dfc93c5407b9d88d3de79dd17aaxb0
+68940803803,4,+68940803803,_:n2b3c4d2c51704916a2913b94915de0f7xb0 | _:n8d0a8c49742a4ad9a0a9a58d3bcd5497xb0 | _:nea69df4815094201ad18491b56a983c6xb0 | _:nf9120fc5f8c449f68420401c576f64cbxb0
+9104443522078,4,+91 (0)44 4352 2078,_:n2b59756161a34c56a55b5d8d285dbee5xb0 | _:n6d9660951e7940d7a4098c286455f7caxb0 | _:nde64a67359434724a83533fb161afca0xb0 | _:n65b7d81a69c143bfbbb483db00a82625xb0
+917012442990,4,+917012442990,_:nc017dc60732443418c7b3a70206d853fxb0 | _:nc01d5a836bfe4e75af42e5d1c7fbec7exb0 | _:n4445ca1d452a4de68aa2ebc078b9d011xb0 | _:nfee565eeaf38458eafdb25a491ed0bebxb0
+918176060012,4,+91-8176060012,_:n416843f18a7046a78a2c2eec85b08c15xb0 | _:nddb653e3ee6545138b2033acce32a5b0xb0 | _:n89f1539324cb48229ce921406c92046fxb0 | _:neca20fa8af774fa4a5a66378ce5bf399xb0
+9182880081218288008120,4,"+91-8288008121, 8288008120",_:n5517d003935741f1ba3fcc514f4767f2xb0 | _:ne1dcf5cc90f74c6cbbeea8847c0e1656xb0 | _:n6c1c050a1bce4c13860fd702750ea495xb0 | _:n019f45f157a743f6a08fd3435e38e213xb0
+9182973469699949084073,4,"+91-8297346969, 9949084073",_:nf3c2e0a34bf8473fb51831cb9aa128dbxb0 | _:n9baaec8f81e14dddb39238b41675777fxb0 | _:n8d03ade84f5041bd80557ea842264349xb0 | _:n478dec40d77c429ca1d25a5776e31afdxb0
+918922277388,4,+91-8922277388,_:ndb2b9fd362534366b64c0f918f2b60dexb0 | _:n9009979b8a40402cba0d8a940018c897xb0 | _:nf2ca8116ac92475598e764eaac78dd3axb0 | _:n016aeb365ab64791b36b091806b8a7d3xb0
+919167255440,4,+91-91-67255440,_:n92d6274b22cd4729a1d8ec08a31ac84axb0 | _:n3acba47ce09b40e8bd9eafd355e37894xb0 | _:ndc6e3c0103844713b05946ce2870d1f6xb0 | _:n39e4f80e7ccd426ea83d1d022c7dd728xb0
+919915999224+918146651550+911603044444,4,"+91-9915999224,+91-8146651550,+91-160-3044444",_:n08241053a20a436eb4ccfab952f6e295xb0 | _:n0ba0f4ba6f14497b865f74f224a00969xb2 | _:n7f9e90a871434474adfee28a6617e284xb2 | _:n84e7b2b616484127af962c4953ecedadxb2
+967716644453,4,+967716644453,_:nd695178d28bf4d69aaabc6d9d75e9240xb0 | _:node1ifgba0b8x100952 | _:nb1b587a8aae74134a1eb25f74f310335xb0 | _:node1ifgc31blx4058247
01127871018,4,011-27871018 | 01127871018,_:n7587ea670eea4cf49e4a4dd44cb7d91dxb0 | _:n441cf48e06544105a9c202133d7a5495xb0 | _:n522c599fc73746f7a793434b42a85a1dxb3 | _:nf44be242ef6d4c3383b5d403ada069eexb0
01132908283290650,4,"011/3290-828, 3290-650",_:node1iff0qvrjx11752675 | _:node1ifd0kcp7x2131459 | _:node1ifd34cgsx9757839 | _:node1ifedcd5ex11892711
0114011216,4,(011) 4011 216,_:node1iff0r11px21909488 | _:node1ifd4pq0fx14440994 | _:node1ifd0kiurx2138589 | _:node1iffl7iqax7372717
0117856116,4,011 7856 116,_:node1iff53ok5x35216370 | _:node1ifeeptdax7228195 | _:node1ifdnk6ccx9741553 | _:node1ifd0kmplx2100839
0135269424126942422694243,4,"0135-2694241, 2694242, 2694243",_:nabc57593a0664a5292bedc15dcd24df1xb0 | _:n5695485798914885b586cb2213f455dexb0 | _:nf4a6df08c2564174ad390ab5453f5313xb0 | _:n8decfccb67f048cf9bdee466c27bd291xb0
015122200442970024,4,"0151-2220044, 2970024",_:nb927936096d14bf3b591a8e640ab5696xb0 | _:nafff8a387d934a3a86b304e927c1787fxb0 | _:na2ca777e6622416f88cdeaa5a9ef9fc5xb0 | _:nb18e09dd013d47518ac019338e6fe040xb0
01795661011,4,01795-661011,_:n3bd86b7a19164211b04845f41ccdfdafxb0 | _:n64433e292a1742f9b1d7497a6ffb10dcxb0 | _:n99f4a79cf107422f83064ad7c9ad4f05xb0 | _:ne22082c374db4d22a800ca71252b62e3xb0
01824517000,4,01824517000,_:n960ac700de9048408e752fc176cca424xb0 | _:n9bc2fbd3d84b4cc382bc57245bca6d6fxb0 | _:ne8e40cdf64d945ba898ad93148a50827xb0 | _:ncb3eb436d43a4848a1f91d977527e429xb0
01881231112,4,01881231112,_:n666d8c801dc24c05809c772f80379babxb0 | _:n3b2df0b4619142d38d8bf34ce2cb4dfbxb0 | _:n12af33d2b64647b6babb31f7ae273b02xb0 | _:n3123058c9ff540b79d502989ceb77288xb0
019239078442,4,019239078442,_:n738690b697464669a7b4623865e86033xb0 | _:n0a451842cf094cd9b346b11c5c71bc84xb0 | _:nef7b411dc7ba4ec5b68e2b785f2c0952xb0 | _:nc9ddb989cd1d4951a46bccb8f2ed6854xb0
02240989000,4,022-40989000,_:nacaf7fc2fee14ff9b39be19241e88269xb0 | _:n57b3cbbe050943f893d835e588f71c8exb0 | _:n636f9a235981483b8c6202a0ad9b3ceexb0 | _:nbe3c41389e584607a16adfed54f39020xb0
02612463017,4,(0261)2463017 ,_:n36e242c8297348d091556cb0c47ad039xb0 | _:n2cc349a80c664cdea3d95b6120f4c7f7xb0 | _:nd287eb68222f43f29b69aa6986e2706dxb0 | _:nf0cfec8ba4d84ca6930974b73bf10eb4xb0
0454100515,4,045-410-0515,_:n220d3d2edfd0452085365fbd1a53682exb0 | _:n6a523ad7aca642a792cc9ae3150560f3xb0 | _:n97f11de041884eadab6e0b3d542b1b27xb0 | _:n322b258dd69b4eacbe26a22a22a815daxb0
0479237544023754422375443,4,"0479-2375440, 2375442, 2375443",_:n9fd4cb9025984100b5dee40c1bf0f323xb0 | _:n94c8963b36ab432b91bf39d9908bba23xb0 | _:nde1e203b2457442493fd3031857a5b6bxb0 | _:n7119bc872d164356ba8cbbeb696da147xb0
0532660036,4,0532660036,_:n7d137b77a9134d46bd3d2e7fdb897fc9xb0 | _:n9643f8ce6eec4641b5521e5fabcad610xb0 | _:n61a868646f294b80b52b85abda2de124xb0 | _:n7706487577684840b0a9964ba03f4586xb0
05712700920,4,05712700920,_:nab3c385454eb4bfb9de4f97b79f39109xb0 | _:n1802ff4623ed4a0d8d11375f109600b3xb0 | _:nca7cf659720d434698d7f6fdba903960xb0 | _:n0ed2e55f31754a73b907d1a6e9aef064xb0
07122801423,4,07122801423,_:n5a88a342300f42ad9b0054286171edafxb0 | _:nd6380ed88f0d45da8087858352dcf254xb0 | _:n3ce03af757164ab587394841aea5364exb0 | _:n151dd25d43fd45c5a1037c7dfb347bdfxb0
07152240152,4,07152-240152,_:n1ded4c4c4d2843d8ae56c4eb49cf36f8xb0 | _:n5fc29d38aa484ed1b2f9393d85d8becaxb0 | _:nadae02b0cc4d4abda4a3bf4de7e4e190xb0 | _:n7bba610b682e40018a5cc44d37785cecxb0
075527516712751679,4,"07552751671, 2751679",_:n8c6ccf6abe66459b8f337e0abdbf3fd0xb0 | _:nfbb6eac8dcbf4f8a98e4cf2b43d33d60xb0 | _:ndc25fb96fde44749a257d451da8ca9e6xb0 | _:ne9abd8967e934dc2be471b4297acb28bxb0
076126322732794001,4,"0761-2632273,2794001",_:n499df4198b4049cb97bad4de63336584xb2 | _:n1e98e91243934180ab3519a012317759xb0 | _:n751fb81f7d7a4cbbb82cc13480fa08ddxb2 | _:nf28b1f93600247b5aa5624cce9160ae9xb0
